Values recorded at: 08-Apr-2013 00:01:56

   Collision	    Weather	Deformation	    Buffers	
       0.105	      0.000	      1.445	      0.000	
       0.152	      0.000	      1.602	      0.000	
       0.111	      0.000	      6.846	      0.000	
       0.108	      0.000	      6.490	      0.000	
       0.110	      0.000	     49.550	      0.000	
       0.116	      0.000	    149.308	      0.001	
       0.117	      0.000	     93.663	      0.000	
       0.117	      0.000	     95.254	      0.001	
       0.113	      0.000	     95.672	      0.000	
       0.112	      0.000	     95.170	      0.001	
       0.110	      0.000	     94.754	      0.000	
       0.134	      0.000	     96.007	      0.000	
       0.109	      0.000	     94.751	      0.000	
       0.112	      0.000	    105.694	      0.000	
       0.109	      0.000	     93.898	      0.000	
       0.126	      0.000	     96.311	      0.000	
       0.110	      0.000	     95.089	      0.000	
       0.110	      0.000	     94.455	      0.000	
       0.112	      0.000	     93.191	      0.000	
       0.108	      0.000	     94.443	      0.000	
       0.123	      0.000	     94.180	      0.000	
       0.107	      0.000	     92.140	      0.000	
       0.110	      0.000	    115.438	      0.000	
       0.124	      0.000	     93.817	      0.000	
       0.107	      0.000	     94.378	      0.000	
       0.112	      0.000	     94.905	      0.000	
       0.110	      0.000	     95.480	      0.000	
       0.110	      0.000	     93.428	      0.000	
       0.107	      0.000	     95.404	      0.000	
       0.121	      0.000	     94.147	      0.000	
       0.104	      0.000	     93.811	      0.000	
       0.106	      0.000	     94.338	      0.000	
       0.116	      0.000	    109.318	      0.000	
       0.108	      0.000	     94.666	      0.000	
       0.107	      0.000	     94.999	      0.000	
       0.113	      0.000	     95.927	      0.001	
       0.183	      0.000	      2.761	      0.000	
       0.287	      0.000	      4.604	      0.000	
       0.358	      0.000	      4.192	      0.001	
       0.210	      0.000	      2.995	      0.000	
       0.205	      0.000	     12.547	      0.000	
       0.111	      0.000	      8.640	      0.000	
       0.111	      0.000	      8.557	      0.000	
       0.286	      0.000	     16.579	      0.000	
       0.109	      0.000	      7.765	      0.000	
       0.291	      0.000	      5.310	      0.000	
       0.424	      0.000	      5.414	      0.000	
       0.193	      0.000	      3.624	      0.000	
       0.215	      0.000	      3.391	      0.000	
       0.201	      0.000	      2.793	      0.000	
       0.291	      0.000	      3.459	      0.000	
       0.335	      0.000	      4.886	      0.000	
       0.402	      0.000	      4.500	      0.001	
       0.337	      0.000	      4.154	      0.000	
       0.191	      0.000	      3.270	      0.000	
       0.192	      0.000	      3.183	      0.000	
       0.192	      0.000	      3.270	      0.000	
       0.192	      0.000	      3.037	      0.000	
       0.192	      0.000	      2.852	      0.000	
       0.195	      0.000	      2.958	      0.000	
       0.110	      0.000	      2.168	      0.000	
       0.310	      0.000	      2.594	      0.000	
       0.395	      0.000	      5.092	      0.000	
       0.283	      0.000	      8.405	      0.001	
       0.158	      0.000	      4.507	      0.000	
       0.289	      0.000	      7.849	      0.000	
       0.109	      0.000	      3.420	      0.000	
       0.341	      0.000	      3.958	      0.000	
       0.142	      0.000	      2.328	      0.000	
       0.288	      0.000	      4.644	      0.000	
       0.166	      0.000	      2.704	      0.000	
       0.291	      0.000	      4.625	      0.000	
       0.279	      0.000	      3.932	      0.000	
       0.145	      0.000	      2.349	      0.000	
       0.333	      0.000	      4.469	      0.000	
       0.181	      0.000	      2.809	      0.000	
 
