Values recorded at: 01-Jan-2014 19:48:07

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.000	      2.616	      0.339	      0.001	      2.062	      0.007	      0.442	

       0.000	      2.600	      0.313	      0.000	      2.149	      0.006	      0.368	
       0.000	      2.834	      0.339	      0.001	      2.152	      0.007	      0.535	
       0.000	      2.578	      0.325	      0.000	      2.090	      0.006	      0.406	
       0.000	      2.550	      0.313	      0.000	      1.970	      0.005	      0.423	
       0.000	      2.558	      0.330	      0.000	      2.029	      0.006	      0.476	
       0.000	      2.534	      0.328	      0.000	      2.066	      0.005	      0.487	
       0.000	      2.742	      0.358	      0.000	      2.082	      0.006	      0.399	
       0.000	      2.573	      0.339	      0.001	      1.967	      0.006	      0.451	
       0.000	      2.585	      0.373	      0.001	      2.117	      0.006	      0.402	
       0.000	      2.505	      0.324	      0.001	      1.879	      0.006	      0.407	
       0.000	      2.600	      0.297	      0.001	      2.099	      0.005	      0.393	
       0.000	      2.608	      0.317	      0.000	      2.071	      0.005	      0.389	
       0.000	      2.623	      0.307	      0.001	      1.997	      0.006	      0.392	
       0.000	      2.622	      0.330	      0.001	      2.002	      0.048	      0.384	
       0.000	      2.816	      0.332	      0.001	      2.091	      0.007	      0.470	
       0.000	      2.563	      0.316	      0.001	      2.028	      0.006	      0.482	
       0.000	      2.575	      0.310	      0.001	      1.961	      0.006	      0.463	
       0.000	      2.629	      0.340	      0.001	      2.021	      0.006	      0.421	
       0.000	      2.623	      0.383	      0.001	      2.133	      0.007	      0.454	
       0.000	      2.702	      0.348	      0.000	      2.172	      0.015	      0.548	
       0.000	      2.622	      0.395	      0.000	      2.134	      0.006	      0.420	
       0.000	      2.877	      0.317	      0.000	      2.183	      0.006	      0.490	
       0.000	      2.653	      0.305	      0.000	      1.998	      0.006	      0.467	
       0.000	      2.561	      0.373	      0.001	      1.929	      0.007	      0.420	
       0.000	      2.513	      0.317	      0.000	      1.909	      0.006	      0.469	
       0.000	      2.592	      0.354	      0.000	      1.989	      0.006	      0.452	
       0.000	      2.598	      0.351	      0.000	      2.073	      0.006	      0.416	
       0.000	      2.586	      0.322	      0.001	      2.217	      0.048	      0.422	
       0.000	      2.679	      0.317	      0.000	      2.139	      0.006	      0.402	
       0.000	      2.631	      0.322	      0.001	      2.077	      0.006	      0.382	
       0.000	      2.658	      0.304	      0.000	      2.122	      0.006	      0.382	
       0.000	      2.630	      0.387	      0.001	      2.077	      0.007	      0.523	
       0.000	      2.596	      0.320	      0.001	      2.032	      0.006	      0.474	
       0.000	      2.526	      0.334	      0.001	      2.080	      0.006	      0.533	
       0.000	      2.634	      0.361	      0.001	      2.271	      0.006	      0.459	
       0.000	      2.618	      0.358	      0.001	      1.991	      0.007	      0.410	
       0.000	      2.580	      0.305	      0.000	      2.224	      0.006	      0.375	
       0.000	      2.632	      0.325	      0.000	      2.199	      0.006	      0.494	
       0.000	      2.537	      0.356	      0.000	      2.090	      0.006	      0.411	
       0.000	      2.534	      0.317	      0.001	      2.072	      0.005	      0.481	
       0.000	      2.583	      0.349	      0.000	      2.214	      0.006	      0.439	
       0.000	      2.676	      0.333	      0.001	      2.286	      0.006	      0.380	
       0.000	      2.700	      0.318	      0.001	      2.196	      0.006	      0.449	
       0.000	      2.613	      0.329	      0.001	      2.024	      0.006	      0.490	
       0.000	      2.578	      0.331	      0.001	      2.081	      0.006	      0.433	
