Values recorded at: 19-Nov-2012 17:13:22

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.481	      1.687	     16.367	      8.261	      0.006	      0.492	
       0.445	      1.986	     16.256	      7.849	      0.004	      0.487	
       0.381	      1.640	     16.414	      7.770	      0.005	      0.514	
       0.462	      1.767	     16.891	      7.634	      0.005	      0.487	
       0.386	      1.610	     16.731	      7.532	      0.005	      0.430	
       0.460	      1.804	     16.688	      7.381	      0.006	      0.494	
       0.368	      1.566	     16.244	      7.277	      0.005	      0.517	
       0.405	      1.613	     16.979	      7.392	      0.006	      0.512	
       0.411	      1.703	     16.320	      7.195	      0.006	      0.541	
       0.416	      1.699	     15.922	      7.324	      0.006	      0.532	
       0.420	      1.730	     15.961	      6.603	      0.006	      0.539	
       0.409	      1.592	     15.509	      9.239	      0.006	      0.521	
       0.474	      1.738	     15.608	      9.091	      0.006	      0.539	
       0.434	      1.693	     16.488	      9.047	      0.007	      0.485	
       0.469	      1.748	     16.108	      8.825	      0.006	      0.536	
       0.432	      1.857	     16.041	      9.409	      0.007	      0.510	
       0.461	      1.851	     16.634	     11.178	      0.005	      0.427	
       0.414	      1.783	     15.640	     11.044	      0.007	      0.513	
       0.466	      1.881	     15.614	     10.963	      0.006	      0.516	
       0.408	      1.727	     16.183	     11.541	      0.007	      0.523	
       0.378	      1.725	     15.664	     10.912	      0.006	      0.502	
       0.393	      1.750	     15.893	     10.873	      0.007	      0.527	
       0.390	      1.979	     15.354	     13.560	      0.006	      0.520	
       0.403	      1.756	     15.390	     13.247	      0.014	      0.573	
       0.348	      1.579	     15.436	     13.044	      0.006	      0.512	
       0.382	      1.632	     16.136	     12.757	      0.006	      0.520	
       0.418	      1.866	     15.704	     12.432	      0.005	      0.495	
       0.473	      1.861	     15.939	     12.055	      0.006	      0.500	
       0.439	      1.771	     16.064	     11.955	      0.005	      0.540	
       0.414	      1.882	     15.735	     11.699	      0.005	      0.496	
       0.424	      1.894	     15.658	     12.113	      0.006	      0.520	
       0.454	      2.015	     15.765	     11.330	      0.004	      0.499	
       0.481	      1.931	     15.506	     11.227	      0.004	      0.532	
       0.517	      1.748	     15.493	     10.997	      0.005	      0.485	
       0.468	      2.240	     14.793	     13.687	      0.006	      0.505	
       0.487	      1.860	     15.053	     14.048	      0.006	      0.529	
       0.386	      2.053	     15.354	     14.469	      0.006	      0.471	
       0.381	      1.454	     16.247	     14.098	      0.006	      0.458	
       0.368	      1.733	     14.812	     14.169	      0.006	      0.522	
       0.535	      1.484	     15.130	     13.454	      0.006	      0.514	
       0.406	      1.568	     18.071	     13.065	      0.006	      0.502	
       0.434	      1.877	     17.706	     13.113	      0.010	      0.970	
       0.460	      1.781	     18.294	     12.647	      0.007	      0.558	
       0.572	      2.321	     18.419	     12.719	      0.007	      0.523	
       0.657	      1.622	     18.390	     12.708	      0.007	      0.511	
       0.450	      1.870	     18.504	     12.206	      0.007	      0.467	
       0.451	      1.999	     18.857	     11.972	      0.006	      0.514	
       0.414	      2.131	     19.082	     11.458	      0.006	      0.510	
       0.505	      1.956	     22.029	     11.886	      0.017	      0.504	
       0.714	      1.588	     20.799	     11.221	      0.008	      0.516	
       0.500	      1.793	     23.244	     10.377	      0.007	      0.496	
       0.476	      1.768	     23.284	     10.817	      0.008	      0.520	
       0.404	      2.037	     23.355	     10.409	      0.008	      0.523	
       0.452	      1.829	     25.492	      9.663	      0.008	      0.491	
       0.472	      1.852	     25.599	      9.261	      0.007	      0.505	
       0.502	      1.924	     26.747	      9.018	      0.008	      0.543	
       0.682	      1.986	     26.977	      9.320	      0.008	      0.541	
       0.520	      1.900	     27.116	      8.352	      0.007	      0.497	
       0.449	      1.805	     26.669	      7.928	      0.008	      0.523	
       0.591	      2.346	     29.262	      7.861	      0.009	      0.509	
       0.439	      1.773	     29.258	      7.729	      0.009	      0.520	
       0.453	      1.773	     30.479	      7.441	      0.009	      0.515	
       0.638	      1.666	     30.095	      6.803	      0.007	      0.488	
       0.408	      1.558	     30.230	      6.556	      0.007	      0.493	
       0.429	      2.030	     29.821	      6.225	      0.009	      0.511	
       0.435	      1.767	     33.211	      5.775	      0.009	      0.532	
       0.473	      1.930	     32.622	      5.446	      0.015	      0.520	
       0.897	      1.855	     34.607	      5.083	      0.009	      0.442	
       0.434	      1.807	     33.688	      4.677	      0.007	      0.491	
       0.485	      1.835	     34.898	      4.433	      0.009	      0.489	
       0.442	      1.879	     33.788	      3.857	      0.007	      0.427	
       0.413	      1.796	     33.856	      4.227	      0.037	      0.911	
       0.443	      1.768	     33.535	      3.368	      0.008	      0.487	
       0.438	      2.077	     33.328	      3.060	      0.009	      0.628	
       0.466	      2.026	     32.126	      2.988	      0.010	      0.508	
       0.437	      1.867	     32.359	      2.420	      0.008	      0.485	
       0.443	      1.701	     32.188	      2.196	      0.007	      0.427	
       0.437	      2.047	     36.528	      2.115	      0.008	      0.505	
       0.493	      1.781	     32.979	      1.851	      0.014	      0.658	
       0.461	      1.979	     32.389	      1.546	      0.007	      0.482	
       0.471	      1.844	     32.398	      1.375	      0.006	      0.427	
       0.570	      1.953	     32.739	      1.162	      0.009	      0.498	
       0.470	      1.776	     32.296	      1.097	      0.017	      0.626	
       0.405	      1.605	     33.422	      0.990	      0.007	      0.434	
       0.428	      1.802	     32.339	      0.892	      0.006	      0.488	
       0.440	      1.938	     32.206	      1.141	      0.024	      0.530	
       0.446	      1.918	     32.141	      0.682	      0.007	      0.487	
       0.456	      1.878	     32.622	      0.671	      0.914	      1.002	
       0.440	      1.898	     32.519	      0.524	      0.006	      0.481	
       0.414	      1.788	     32.271	      0.453	      0.027	      1.041	
       0.462	      2.033	     32.285	      0.319	      0.007	      0.490	
       0.416	      1.938	     32.259	      0.263	      0.007	      0.449	
       0.464	      2.005	     32.716	      0.127	      0.008	      0.496	
       0.443	      1.814	     32.377	      0.000	      0.008	      0.510	
       0.851	      1.875	     32.488	      0.000	      0.008	      0.482	
       0.525	      1.995	     31.961	      0.000	      0.006	      0.462	
       0.522	      1.679	     31.822	      0.000	      0.007	      0.468	
       0.445	      2.036	     32.913	      0.000	      0.007	      0.467	
       0.437	      2.105	     32.199	      0.000	      0.008	      0.481	
       0.453	      1.693	     31.763	      0.000	      0.008	      0.465	
       0.514	      1.920	     31.721	      0.000	      0.006	      0.478	
       0.595	      1.826	     32.510	      0.000	      0.006	      0.462	
       0.479	      2.052	     32.557	      0.000	      0.006	      0.485	
       0.495	      1.782	     31.946	      0.000	      0.007	      0.483	
       0.453	      2.012	     31.651	      0.000	      0.007	      0.480	
       0.444	      2.054	     31.033	      0.000	      0.006	      0.464	
       0.552	      1.860	     30.834	      0.000	      0.007	      0.502	
       0.508	      2.129	     31.457	      0.000	      0.006	      0.469	
       0.473	      1.906	     30.509	      0.000	      0.007	      0.516	
       0.544	      1.874	     29.568	      0.000	      0.007	      0.910	
       0.462	      1.764	     29.628	      0.000	      0.007	      0.476	
       0.441	      1.980	     29.529	      0.000	      0.006	      0.477	
       0.453	      1.755	     28.599	      0.000	      0.006	      0.479	
       0.395	      1.606	     29.111	      0.000	      0.006	      0.482	
       0.468	      1.873	     28.770	      0.000	      0.006	      0.463	
       0.420	      1.603	     29.080	      0.000	      0.006	      0.451	
       0.462	      1.793	     28.757	      0.000	      0.006	      0.470	
       0.481	      2.161	     28.856	      0.000	      0.005	      0.563	
       0.758	      1.884	     28.634	      0.000	      0.007	      0.482	
       0.552	      1.933	     28.394	      0.000	      0.008	      0.490	
       0.458	      2.068	     28.549	      0.000	      0.007	      0.430	
       0.432	      1.974	     28.804	      0.000	      0.006	      0.465	
       0.411	      1.833	     28.528	      0.000	      0.006	      0.478	
       0.382	      1.584	     28.414	      0.000	      0.007	      0.505	
       0.516	      2.299	     28.052	      0.000	      0.006	      0.461	
       0.494	      2.018	     28.368	      0.000	      0.006	      0.466	
       0.443	      1.952	     28.362	      0.000	      0.005	      0.458	
       0.484	      1.909	     28.173	      0.000	      0.005	      0.468	
       0.460	      2.021	     28.126	      0.000	      0.005	      0.458	
       0.531	      2.288	     28.803	      0.000	      0.007	      0.473	
       0.448	      1.811	     28.174	      0.000	      0.007	      0.482	
       0.418	      2.006	     28.257	      0.000	      0.006	      0.488	
       0.422	      1.702	     28.000	      0.001	      0.018	      0.597	
       0.446	      1.857	     27.789	      0.000	      0.006	      0.458	
       0.397	      1.603	     27.489	      0.000	      0.006	      0.467	
       0.398	      1.768	     28.150	      0.000	      0.006	      0.458	
       0.440	      1.754	     27.783	      0.000	      0.006	      0.403	
       0.378	      1.558	     27.855	      0.001	      0.006	      0.470	
       0.448	      1.783	     27.627	      0.000	      0.005	      0.465	
       0.383	      1.796	     27.473	      0.000	      0.005	      0.455	
       0.452	      1.852	     27.827	      0.000	      0.006	      0.466	
       0.408	      1.782	     27.722	      0.000	      0.004	      0.461	
       0.511	      1.999	     27.598	      0.000	      0.006	      0.446	
       0.420	      1.945	     27.262	      0.000	      0.005	      0.490	
       0.558	      2.389	     27.147	      0.000	      0.006	      0.493	
       0.482	      1.740	     27.529	      0.000	      0.006	      0.491	
       0.451	      2.070	     28.262	      0.000	      0.006	      0.467	
       0.451	      1.874	     27.645	      0.000	      0.006	      0.461	
       0.466	      1.750	     27.843	      0.000	      0.007	      0.476	
       0.449	      1.901	     27.491	      0.000	      0.006	      0.469	
       0.414	      1.730	     27.997	      0.000	      0.011	      0.623	
       0.429	      1.799	     27.621	      0.000	      0.006	      0.464	
       0.514	      1.601	     27.737	      0.000	      0.006	      0.415	
       0.443	      1.752	     27.707	      0.000	      0.005	      0.458	
       0.459	      1.761	     27.591	      0.000	      0.006	      0.470	
       0.404	      1.629	     27.607	      0.000	      0.006	      0.459	
       0.443	      1.847	     27.822	      0.000	      0.005	      0.411	
       0.454	      1.982	     27.949	      0.000	      0.006	      0.466	
       0.467	      2.240	     27.610	      0.000	      0.005	      0.453	
       0.442	      1.781	     27.469	      0.000	      0.005	      0.410	
       0.488	      2.244	     27.115	      0.000	      0.006	      0.506	
       0.401	      1.554	     27.169	      0.000	      0.006	      0.551	
       0.463	      1.884	     27.608	      0.000	      0.007	      0.448	
       0.465	      1.904	     27.994	      0.000	      0.007	      0.466	
       0.618	      1.956	     27.535	      0.000	      0.006	      0.447	
       0.461	      1.698	     27.523	      0.000	      0.006	      0.406	
       0.443	      2.095	     27.553	      0.000	      0.006	      0.417	
       0.395	      1.749	     27.517	      0.000	      0.005	      0.463	
       0.432	      1.880	     26.792	      0.000	      0.007	      0.493	
       0.447	      2.406	     27.680	      0.000	      0.021	      0.635	
       0.475	      2.177	     27.735	      0.000	      0.006	      0.410	
       0.451	      1.833	     27.008	      0.000	      0.006	      0.464	
       0.431	      1.687	     26.757	      0.000	      0.006	      0.476	
       0.467	      1.708	     26.501	      0.000	      0.005	      0.474	
       0.428	      1.707	     27.227	      0.000	      0.006	      0.420	
       0.500	      1.923	     26.212	      0.000	      0.005	      0.443	
       0.443	      1.890	     26.456	      0.000	      0.005	      0.473	
       0.381	      1.597	     26.254	      0.000	      0.006	      0.464	
       0.506	      1.935	     26.280	      0.000	      0.005	      0.464	
       0.449	      2.086	     26.625	      0.000	      0.006	      0.404	
       0.582	      2.023	     27.001	      0.000	      0.006	      0.449	
       0.399	      1.654	     26.117	      0.000	      0.005	      0.459	
       0.443	      2.271	     25.721	      0.000	      0.004	      0.470	
       0.610	      2.647	     25.990	      0.000	      0.007	      0.484	
       0.553	      2.009	     25.826	      0.000	      0.011	      0.622	
       0.456	      1.907	     25.682	      0.000	      0.008	      0.533	
       0.468	      1.884	     26.094	      0.000	      0.005	      0.410	
       0.403	      1.784	     26.236	      0.000	      0.005	      0.445	
       0.546	      1.870	     26.851	      0.000	      0.021	      0.862	
       0.456	      1.986	     26.287	      0.000	      0.006	      0.469	
       0.441	      1.931	     26.250	      0.000	      0.006	      0.462	
       0.428	      2.009	     25.654	      0.000	      0.004	      0.429	
       0.371	      1.586	     26.708	      0.000	      0.006	      0.468	
       0.391	      1.708	     26.511	      0.000	      0.006	      0.406	
       0.421	      1.779	     26.583	      0.000	      0.008	      0.448	
       0.373	      1.665	     16.609	      0.002	      0.005	      0.485	
       0.410	      1.777	     16.447	      0.002	      0.005	      0.464	
       0.499	      1.956	     16.779	      0.002	      0.005	      0.486	
       0.375	      1.574	     17.149	      0.002	      0.006	      0.502	
       0.378	      1.595	     16.214	      0.002	      0.004	      0.508	
       0.413	      1.669	     16.380	      0.002	      0.009	      0.675	
       0.430	      1.880	     16.861	      0.002	      0.005	      0.526	
       0.404	      1.684	     16.386	      0.004	      0.009	      0.653	
 
