Values recorded at: 27-Jul-2013 22:02:40

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.471	      1.071	      0.003	      0.001	      0.004	      0.002	      0.256	

       0.381	      1.025	      0.003	      0.000	      0.004	      0.002	      0.257	
       0.355	      1.080	      0.003	      0.000	      0.004	      0.008	      0.407	
       0.390	      1.169	      0.003	      0.000	      0.009	      0.002	      0.234	
       0.458	      1.006	      0.003	      0.000	      0.003	      0.001	      0.216	
       0.383	      1.011	      0.003	      0.000	      0.003	      0.001	      0.212	
       0.403	      1.057	      0.003	      0.000	      0.005	      0.006	      0.488	
       0.388	      1.024	      0.003	      0.000	      0.004	      0.001	      0.218	
       0.363	      1.131	      0.003	      0.000	      0.004	      0.002	      0.230	
       0.435	      1.291	      0.004	      0.000	      0.004	      0.002	      0.253	
       0.458	      0.982	      0.003	      0.000	      0.003	      0.001	      0.205	
       0.348	      1.086	      0.003	      0.001	      0.003	      0.001	      0.192	
       0.398	      1.070	      0.003	      0.000	      0.004	      0.003	      0.626	
       0.444	      1.014	      0.003	      0.001	      0.003	      0.001	      0.201	
       0.422	      1.456	      0.003	      0.000	      0.004	      0.002	      0.240	
       0.495	      1.329	      0.003	      0.000	      0.005	      0.003	      0.263	
       0.503	      1.000	      0.002	      0.000	      0.003	      0.001	      0.272	
       0.346	      1.047	      0.003	      0.000	      0.003	      0.001	      0.195	
       0.355	      1.109	      0.003	      0.000	      0.003	      0.006	      0.556	
       0.403	      1.028	      0.002	      0.000	      0.003	      0.001	      0.202	
       0.446	      1.473	      0.003	      0.000	      0.003	      0.002	      0.262	
       0.469	      1.055	      0.003	      0.000	      0.004	      0.004	      0.523	
       0.441	      1.003	      0.003	      0.000	      0.003	      0.002	      0.211	
       0.389	      0.988	      0.003	      0.000	      0.003	      0.002	      0.216	
       0.394	      1.130	      0.004	      0.000	      0.003	      0.002	      0.238	
       0.401	      1.039	      0.002	      0.000	      0.005	      0.002	      0.229	
       0.351	      1.000	      0.002	      0.000	      0.004	      0.007	      0.482	
       0.424	      1.085	      0.003	      0.000	      0.004	      0.006	      0.357	
       0.391	      0.985	      0.003	      0.000	      0.003	      0.001	      0.201	
       0.459	      1.009	      0.003	      0.000	      0.003	      0.001	      0.194	
       0.448	      1.161	      0.003	      0.000	      0.004	      0.002	      0.246	
       0.427	      1.037	      0.003	      0.000	      0.003	      0.001	      0.196	
       0.455	      1.264	      0.003	      0.000	      0.004	      0.002	      0.240	
       0.411	      1.092	      0.003	      0.000	      0.004	      0.006	      0.327	
       0.420	      0.975	      0.002	      0.000	      0.003	      0.001	      0.184	
       0.408	      1.104	      0.002	      0.001	      0.006	      0.002	      0.228	
       0.349	      1.107	      0.003	      0.000	      0.004	      0.006	      0.345	
       0.454	      0.992	      0.003	      0.000	      0.003	      0.001	      0.204	
       0.473	      1.255	      0.003	      0.000	      0.009	      0.002	      0.233	
       0.428	      1.099	      0.052	      0.000	      0.004	      0.006	      0.333	
       0.410	      1.010	      0.002	      0.000	      0.003	      0.001	      0.202	
       0.354	      1.032	      0.002	      0.000	      0.003	      0.001	      0.195	
       0.416	      1.058	      0.003	      0.000	      0.003	      0.006	      0.393	
       0.360	      1.031	      0.003	      0.001	      0.005	      0.002	      0.232	
       0.390	      1.171	      0.002	      0.000	      0.004	      0.002	      0.241	
       0.482	      1.324	      0.003	      0.000	      0.003	      0.002	      0.230	
       0.350	      1.003	      0.002	      0.000	      0.003	      0.001	      0.186	
       0.369	      1.006	      0.002	      0.000	      0.003	      0.001	      0.227	
       0.376	      1.286	      0.003	      0.000	      0.009	      0.002	      0.244	
       0.360	      1.041	      0.003	      0.000	      0.005	      0.002	      0.228	
       0.372	      1.291	      0.003	      0.000	      0.004	      0.002	      0.493	
       0.462	      1.258	      0.004	      0.000	      0.004	      0.002	      0.245	
       0.428	      0.996	      0.003	      0.000	      0.003	      0.001	      0.203	
       0.349	      1.236	      0.003	      0.000	      0.003	      0.001	      0.191	
       0.403	      1.304	      0.003	      0.000	      0.004	      0.004	      0.300	
       0.583	      1.119	      0.003	      0.000	      0.004	      0.002	      0.232	
       0.374	      0.993	      0.003	      0.000	      0.003	      0.001	      0.189	
       0.393	      1.099	      0.021	      0.000	      0.005	      0.002	      0.231	
       0.350	      1.002	      0.002	      0.001	      0.003	      0.001	      0.183	
       0.351	      1.054	      0.002	      0.000	      0.005	      0.002	      0.268	
       0.422	      1.258	      0.003	      0.000	      0.004	      0.002	      0.307	
       0.372	      1.067	      0.003	      0.000	      0.003	      0.001	      0.189	
       0.430	      1.264	      0.003	      0.000	      0.005	      0.002	      0.285	
       0.397	      1.087	      0.003	      0.000	      0.015	      0.006	      0.542	
       0.351	      0.969	      0.003	      0.000	      0.003	      0.001	      0.189	
       0.986	      1.045	      0.003	      0.000	      0.005	      0.002	      0.235	
       0.346	      0.987	      0.003	      0.000	      0.003	      0.001	      0.191	
       0.359	      1.061	      0.002	      0.000	      0.005	      0.002	      0.228	
       0.375	      1.234	      0.003	      0.000	      0.014	      0.002	      0.235	
       0.504	      1.095	      0.007	      0.001	      0.005	      0.002	      0.229	
       0.337	      0.955	      0.003	      0.000	      0.003	      0.001	      0.188	
       0.355	      1.087	      0.003	      0.000	      0.003	      0.002	      0.236	
       1.004	      1.247	      0.003	      0.000	      0.005	      0.002	      0.265	
       1.114	      1.031	      0.003	      0.000	      0.005	      0.002	      0.227	
       0.350	      1.073	      0.003	      0.000	      0.003	      0.002	      0.238	
       0.836	      1.052	      0.003	      0.000	      0.004	      0.002	      0.227	
       0.395	      0.992	      0.003	      0.000	      0.003	      0.001	      0.209	
       0.717	      1.017	      0.003	      0.000	      0.004	      0.002	      0.223	
       1.152	      1.098	      0.003	      0.000	      0.005	      0.002	      0.242	
       0.422	      1.136	      0.003	      0.000	      0.003	      0.002	      0.236	
       1.106	      1.224	      0.004	      0.000	      0.005	      0.002	      0.233	
       0.916	      1.066	      0.003	      0.000	      0.004	      0.002	      0.226	
       0.453	      1.021	      0.003	      0.000	      0.003	      0.001	      0.315	
       0.502	      1.026	      0.045	      0.001	      0.003	      0.002	      0.237	
       0.357	      0.998	      0.003	      0.000	      0.003	      0.001	      0.185	
       0.418	      1.037	      0.003	      0.000	      0.003	      0.002	      0.210	
       1.175	      1.217	      0.003	      0.000	      0.005	      0.003	      0.235	
       0.925	      1.056	      0.003	      0.000	      0.005	      0.002	      0.234	
       0.357	      0.992	      0.003	      0.000	      0.003	      0.001	      0.195	
       0.431	      1.000	      0.003	      0.000	      0.003	      0.001	      0.204	
       0.813	      1.201	      0.003	      0.000	      0.004	      0.002	      0.227	
       0.455	      1.025	      0.003	      0.000	      0.003	      0.001	      0.211	
       0.443	      1.022	      0.003	      0.000	      0.004	      0.003	      0.242	
       0.470	      1.014	      0.003	      0.000	      0.004	      0.002	      0.222	
       0.357	      0.994	      0.003	      0.000	      0.003	      0.001	      0.192	
       0.477	      1.028	      0.003	      0.000	      0.003	      0.002	      0.221	
       0.351	      0.980	      0.003	      0.000	      0.003	      0.001	      0.260	
       1.261	      1.019	      0.003	      0.000	      0.003	      0.002	      0.216	
       0.371	      1.018	      0.003	      0.000	      0.003	      0.002	      0.216	
       0.383	      1.064	      0.003	      0.000	      0.005	      0.002	      0.225	
       0.367	      0.974	      0.003	      0.000	      0.003	      0.001	      0.202	
       0.516	      1.039	      0.004	      0.000	      0.003	      0.002	      0.216	
       0.364	      1.010	      0.003	      0.000	      0.004	      0.002	      0.222	
       0.813	      1.081	      0.003	      0.000	      0.005	      0.002	      0.234	
       0.889	      1.175	      0.003	      0.000	      0.004	      0.003	      0.233	
       0.367	      1.000	      0.003	      0.000	      0.003	      0.001	      0.199	
       0.366	      0.985	      0.003	      0.000	      0.003	      0.001	      0.328	
       1.263	      1.057	      0.003	      0.000	      0.004	      0.002	      0.225	
       0.348	      0.966	      0.003	      0.000	      0.003	      0.001	      0.182	
       0.382	      1.019	      0.003	      0.000	      0.004	      0.001	      0.204	
       1.125	      1.185	      0.004	      0.000	      0.004	      0.002	      0.230	
       0.478	      1.117	      0.003	      0.000	      0.004	      0.002	      0.230	
       0.350	      0.950	      0.003	      0.001	      0.003	      0.001	      0.186	
       0.353	      1.026	      0.003	      0.000	      0.003	      0.002	      0.219	
       0.409	      1.013	      0.003	      0.000	      0.003	      0.001	      0.236	
       0.362	      1.040	      0.003	      0.000	      0.004	      0.002	      0.222	
       1.288	      0.978	      0.003	      0.000	      0.004	      0.002	      0.228	
       0.352	      1.019	      0.003	      0.000	      0.003	      0.001	      0.192	
       0.334	      0.983	      0.003	      0.000	      0.003	      0.001	      0.184	
       0.423	      1.060	      0.003	      0.000	      0.004	      0.002	      0.210	
       0.462	      1.029	      0.003	      0.001	      0.005	      0.003	      0.257	
       0.430	      1.028	      0.003	      0.000	      0.005	      0.002	      0.229	
       0.464	      1.039	      0.003	      0.000	      0.004	      0.002	      0.253	
       0.478	      1.009	      0.003	      0.000	      0.003	      0.001	      0.207	
       0.346	      0.954	      0.003	      0.000	      0.003	      0.001	      0.179	
       0.569	      1.052	      0.008	      0.001	      0.004	      0.002	      0.230	
       0.354	      1.007	      0.002	      0.000	      0.003	      0.001	      0.189	
       0.405	      1.021	      0.003	      0.000	      0.004	      0.002	      0.233	
       0.474	      1.309	      0.003	      0.000	      0.004	      0.003	      0.227	
       0.367	      0.999	      0.002	      0.000	      0.003	      0.001	      0.192	
       0.384	      1.033	      0.003	      0.000	      0.003	      0.001	      0.186	
       1.238	      1.043	      0.003	      0.001	      0.004	      0.002	      0.223	
       0.394	      1.004	      0.003	      0.000	      0.003	      0.001	      0.191	
       0.495	      1.043	      0.006	      0.002	      0.004	      0.002	      0.227	
       0.435	      1.204	      0.003	      0.000	      0.004	      0.002	      0.235	
       0.464	      0.984	      0.003	      0.000	      0.003	      0.001	      0.210	
       0.355	      0.976	      0.003	      0.000	      0.004	      0.002	      0.201	
       0.535	      1.029	      0.008	      0.001	      0.003	      0.002	      0.226	
       0.381	      0.995	      0.002	      0.000	      0.003	      0.002	      0.312	
       1.298	      1.052	      0.004	      0.000	      0.003	      0.002	      0.234	
