Values recorded at: 19-Nov-2012 17:52:16

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.103	      1.401	      2.030	     11.497	      0.004	      0.368	
       0.103	      1.564	      2.013	      9.016	      0.004	      0.367	
       0.127	      1.549	      1.646	     11.708	      0.004	      0.298	
       0.102	      1.419	      1.649	     12.565	      0.005	      0.302	
       0.112	      1.504	      7.822	     18.271	      0.005	      0.318	
       0.103	      2.222	      7.417	     18.971	      0.015	      0.546	
       0.112	      2.071	      7.035	     18.803	      0.005	      0.425	
       0.286	      2.139	      7.113	     18.741	      0.005	      0.330	
       0.132	      1.481	      7.497	     19.499	      0.005	      0.327	
       0.104	      1.415	      7.715	     18.936	      0.004	      0.329	
       0.103	      1.412	      8.811	     19.627	      0.005	      0.329	
       0.105	      1.417	      8.710	     19.707	      0.005	      0.394	
       0.106	      1.610	      8.881	     19.622	      0.005	      0.379	
       0.112	      1.416	      7.948	     21.541	      0.005	      0.339	
       0.105	      1.419	      7.472	     22.096	      0.005	      0.387	
       0.107	      1.424	      9.456	     20.946	      0.006	      0.404	
       0.106	      1.507	      8.730	     22.314	      0.005	      0.387	
       0.105	      1.458	      9.293	     23.054	      0.005	      0.382	
       0.104	      1.443	      8.271	     23.931	      0.006	      0.489	
       0.146	      2.104	      3.472	     28.238	      0.005	      0.402	
       0.132	      1.797	      6.754	     24.652	      0.005	      0.402	
       0.106	      1.646	      6.098	     26.754	      0.005	      0.391	
       0.104	      1.434	      4.482	     27.269	      0.005	      0.383	
       0.106	      1.465	      2.321	     29.360	      0.004	      0.406	
       0.106	      1.422	      1.666	     29.175	      0.005	      0.392	
       0.106	      1.427	      1.756	     28.191	      0.006	      0.405	
       0.107	      1.561	      1.835	     29.287	      0.005	      0.377	
       0.114	      1.724	      1.657	     26.502	      0.005	      0.423	
       0.107	      1.560	      1.890	     27.035	      0.005	      0.341	
       0.114	      1.539	      1.913	     27.388	      0.005	      0.420	
       0.108	      1.646	      1.653	     24.679	      0.006	      0.467	
       0.113	      1.629	      1.636	     26.002	      0.005	      0.353	
       0.112	      1.412	      1.642	     24.679	      0.005	      0.541	
       0.106	      1.639	      1.637	     19.390	      0.014	      1.160	
       0.230	      2.554	      1.642	     17.370	      0.006	      1.103	
       0.219	      6.372	      1.818	     11.904	      0.004	      0.590	
       0.127	      7.820	      2.434	     11.100	      0.004	      1.361	
       0.119	      9.495	      1.904	      5.997	      0.005	      1.003	
       0.122	     13.778	      2.265	      3.959	      0.007	      0.643	
       0.145	     15.547	      3.331	      3.541	      0.004	      0.518	
       0.111	      7.179	      8.481	      3.358	      0.004	      0.407	
       0.115	      3.943	     10.878	      4.001	      0.005	      0.592	
       0.282	      3.256	     10.970	      3.370	      0.004	      0.389	
       0.171	      1.551	     14.905	      2.744	      0.003	      0.396	
       0.111	      1.433	      9.476	      5.044	      0.004	      0.431	
       0.125	      2.567	      7.968	      6.016	      0.004	      0.402	
       0.146	      1.612	      2.463	      9.180	      0.006	      0.792	
       0.126	      2.177	      2.881	     10.233	      0.005	      0.485	
       0.103	      1.797	      1.731	      5.362	      0.005	      0.923	
       0.189	      2.477	      2.180	      3.729	      0.004	      0.381	
       0.254	      2.300	      1.654	      1.064	      0.003	      0.406	
       0.310	      2.423	      2.309	      1.178	      0.004	      0.313	
       0.266	      2.098	      1.644	      0.901	      0.003	      0.363	
       0.296	      2.501	      2.019	      0.895	      0.005	      0.629	
       0.323	      1.912	      1.975	      0.771	      0.003	      0.387	
       0.329	      1.755	      1.692	      0.689	      0.006	      0.505	
       0.292	      2.472	      2.039	      0.602	      0.007	      0.593	
       0.292	      2.068	      1.951	      0.498	      0.004	      0.485	
       0.304	      1.875	      1.672	      0.345	      0.004	      0.599	
       0.197	      2.073	      1.823	      0.237	      0.004	      0.765	
       0.347	      1.930	      2.543	      0.190	      0.018	      1.096	
       0.322	      2.254	      2.075	      0.000	      0.012	      0.809	
       0.108	      1.484	      1.959	      0.000	      0.007	      0.487	
       0.168	      1.852	      2.109	      0.000	      0.003	      0.591	
       0.100	      2.206	      2.218	      0.000	      0.010	      0.800	
       0.101	      2.248	      2.242	      0.000	      0.010	      0.597	
       0.113	      2.180	      1.651	      0.000	      0.002	      0.347	
       0.096	      2.047	      1.693	      0.000	      0.002	      0.324	
       0.097	      2.096	      1.849	      0.000	      0.002	      0.349	
       0.121	      2.423	      2.088	      0.000	      0.012	      0.585	
       0.100	      2.183	      1.731	      0.000	      0.003	      0.458	
       0.110	      2.145	      1.655	      0.000	      0.002	      0.336	
       0.098	      2.043	      1.649	      0.000	      0.002	      0.322	
       0.095	      2.020	      1.648	      0.000	      0.003	      0.334	
       0.097	      2.621	      2.181	      0.000	      0.008	      0.441	
       0.190	      2.795	      2.059	      0.000	      0.003	      0.436	
       0.099	      2.214	      1.658	      0.000	      0.003	      0.339	
       0.097	      2.116	      1.679	      0.000	      0.003	      0.340	
       0.096	      2.125	      1.663	      0.000	      0.003	      0.337	
       0.110	      2.391	      1.812	      0.000	      0.003	      0.381	
       0.179	      2.503	      1.850	      0.000	      0.007	      0.388	
       0.099	      2.199	      1.652	      0.000	      0.002	      0.335	
       0.097	      2.046	      1.672	      0.000	      0.002	      0.326	
       0.097	      2.199	      1.804	      0.000	      0.003	      0.376	
       0.133	      2.307	      2.071	      0.000	      0.003	      0.386	
       0.102	      2.369	      1.786	      0.000	      0.006	      0.529	
       0.121	      2.214	      1.650	      0.000	      0.002	      0.338	
       0.098	      2.037	      1.661	      0.000	      0.002	      0.323	
       0.097	      2.121	      1.700	      0.000	      0.003	      0.439	
       0.103	      2.584	      2.146	      0.000	      0.003	      0.386	
       0.100	      2.206	      1.736	      0.000	      0.005	      0.458	
       0.099	      2.238	      1.652	      0.000	      0.003	      0.340	
       0.099	      2.120	      1.654	      0.000	      0.002	      0.323	
       0.096	      2.061	      1.657	      0.000	      0.002	      0.337	
       0.105	      2.524	      2.002	      0.000	      0.014	      0.786	
       0.104	      2.261	      1.687	      0.000	      0.004	      0.427	
       0.119	      2.122	      1.671	      0.000	      0.003	      0.342	
       0.103	      2.103	      1.650	      0.000	      0.002	      0.326	
       0.096	      2.075	      1.656	      0.000	      0.003	      0.331	
       0.131	      2.472	      1.994	      0.000	      0.011	      0.766	
       0.100	      2.338	      1.681	      0.000	      0.003	      0.448	
       0.130	      2.184	      1.650	      0.000	      0.002	      0.337	
       0.097	      2.078	      1.660	      0.000	      0.002	      0.330	
       0.097	      2.050	      1.648	      0.000	      0.002	      0.342	
       0.125	      2.473	      2.004	      0.000	      0.012	      0.611	
       0.103	      2.188	      1.664	      0.000	      0.003	      0.352	
       0.119	      2.003	      1.652	      0.000	      0.003	      0.348	
       0.096	      2.106	      1.648	      0.000	      0.002	      0.319	
       0.096	      2.022	      1.698	      0.000	      0.002	      0.343	
       0.098	      2.647	      1.852	      0.000	      0.003	      0.422	
       0.230	      2.215	      1.663	      0.000	      0.003	      0.360	
       0.115	      1.868	      1.663	      0.000	      0.003	      0.363	
       0.101	      2.353	      1.657	      0.000	      0.002	      0.328	
       0.096	      2.034	      1.784	      0.000	      0.004	      0.426	
       0.102	      2.329	      2.092	      0.000	      0.003	      0.382	
       0.099	      2.196	      1.651	      0.000	      0.002	      0.320	
       0.098	      2.179	      1.698	      0.000	      0.003	      0.344	
       0.097	      2.081	      1.649	      0.000	      0.002	      0.331	
       0.097	      2.020	      1.747	      0.000	      0.002	      0.332	
       0.100	      2.739	      2.115	      0.000	      0.003	      0.403	
       0.101	      2.294	      1.652	      0.000	      0.003	      0.352	
       0.100	      2.261	      1.698	      0.000	      0.003	      0.359	
       0.099	      2.136	      1.646	      0.000	      0.002	      0.325	
       0.097	      2.033	      1.750	      0.000	      0.002	      0.357	
       0.097	      2.477	      1.812	      0.000	      0.003	      0.382	
       0.230	      2.586	      1.659	      0.000	      0.003	      0.355	
       0.097	      2.285	      1.694	      0.000	      0.003	      0.350	
       0.097	      2.194	      1.654	      0.000	      0.002	      0.323	
       0.096	      2.047	      1.764	      0.000	      0.003	      0.440	
       0.112	      2.309	      1.998	      0.000	      0.012	      0.564	
       0.100	      2.174	      1.653	      0.000	      0.002	      0.327	
       0.097	      2.182	      1.770	      0.000	      0.003	      0.343	
       0.098	      2.102	      1.653	      0.000	      0.002	      0.328	
       0.096	      2.092	      1.707	      0.000	      0.006	      0.482	
       0.098	      2.611	      2.080	      0.001	      0.014	      0.897	
       0.103	      2.182	      1.652	      0.000	      0.002	      0.339	
       0.095	      2.151	      1.702	      0.000	      0.003	      0.344	
       0.124	      2.706	      1.861	      0.000	      0.004	      0.432	
       0.128	      2.685	      1.957	      0.000	      0.003	      0.376	
       0.100	      2.744	      1.869	      0.000	      0.003	      0.423	
       0.129	      2.687	      1.955	      0.000	      0.003	      0.421	
       0.100	      2.639	      1.870	      0.000	      0.003	      0.414	
       0.130	      2.689	      1.903	      0.000	      0.003	      0.431	
       0.102	      2.772	      1.699	      0.000	      0.003	      0.352	
       0.106	      1.936	      2.912	     13.035	      0.005	      0.373	
       0.220	      2.263	      2.845	     12.840	      0.004	      0.313	
       0.100	      1.801	      2.877	     13.101	      0.005	      0.385	
       0.106	      1.957	      2.838	     12.460	      0.005	      0.379	
       0.154	      2.374	      2.966	     11.900	      0.004	      0.362	
       0.133	      1.998	      2.854	     12.067	      0.005	      0.390	
       0.117	      1.975	      2.420	     14.844	      0.005	      0.391	
       0.108	      2.344	      2.707	     14.878	      0.005	      0.370	
       0.107	      2.150	      2.504	     14.779	      0.006	      0.389	
       0.107	      2.369	      2.427	     13.899	      0.005	      0.508	
       0.133	      2.109	      2.932	     13.569	      0.003	      0.365	
       0.102	      2.309	      2.694	     14.126	      0.005	      0.375	
       0.142	      2.086	      2.440	     13.355	      0.006	      0.470	
       0.165	      2.049	      2.894	     13.293	      0.004	      0.381	
       0.103	      2.105	      2.086	     16.698	      0.005	      0.364	
       0.103	      2.105	      2.059	     15.880	      0.005	      0.395	
       0.130	      2.287	      2.368	     15.417	      0.004	      0.476	
       0.115	      2.578	      2.361	     15.957	      0.006	      0.377	
       0.104	      2.083	      2.208	     15.534	      0.005	      0.386	
       0.146	      1.722	      2.193	     14.657	      0.004	      0.383	
       0.103	      2.354	      2.386	     14.772	      0.005	      0.383	
       0.106	      2.062	      1.743	     17.744	      0.005	      0.385	
       0.108	      1.764	      1.802	     17.316	      0.006	      0.807	
       0.117	      1.835	      1.713	     16.302	      0.005	      0.384	
       0.111	      2.387	      1.829	     16.585	      0.005	      0.380	
       0.103	      1.717	      1.712	     16.337	      0.016	      0.436	
       0.136	      1.613	      1.994	     15.425	      0.004	      0.372	
       0.105	      2.793	      2.297	     15.218	      0.004	      0.357	
       0.105	      2.173	      1.655	     15.559	      0.008	      0.646	
       0.109	      1.591	      1.811	     14.959	      0.005	      0.389	
       0.118	      2.543	      1.693	     14.293	      0.005	      0.380	
       0.105	      2.355	      1.667	     14.668	      0.010	      0.571	
       0.110	      2.169	      1.656	     13.576	      0.004	      0.382	
       0.208	      2.467	      1.964	     13.523	      0.005	      0.380	
       0.106	      2.373	      1.752	     13.713	      0.017	      0.465	
       0.171	      2.673	      1.773	     12.881	      0.004	      0.319	
       0.111	      2.574	      2.324	     12.756	      0.005	      0.321	
       0.103	      2.049	      1.650	     12.488	      0.016	      0.558	
       0.260	      2.079	      1.657	     11.909	      0.004	      0.368	
       0.104	      2.148	      1.723	     11.925	      0.005	      0.383	
 
