Values recorded at: 21-Nov-2012 13:05:10

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.775	      6.629	      0.000	      0.000	      0.002	      0.438	
       0.570	      7.157	      0.000	      0.000	      0.002	      0.452	
       0.473	      7.342	      0.000	      0.000	      0.001	      0.442	
       0.388	      6.925	      0.000	      0.000	      0.002	      0.425	
       0.485	      7.049	      0.000	      0.000	      0.002	      0.425	
       0.403	      7.026	      0.000	      0.000	      0.001	      0.427	
       0.436	      7.315	      0.000	      0.000	      0.002	      0.442	
       0.407	      6.779	      0.000	      0.000	      0.001	      0.437	
       0.400	      6.852	      0.000	      0.000	      0.002	      0.425	
       0.426	      7.300	      0.000	      0.000	      0.002	      0.459	
       0.407	      7.235	      0.001	      0.000	      0.003	      0.804	
       0.422	      6.780	      0.000	      0.000	      0.002	      0.468	
       0.412	      7.503	      0.000	      0.000	      0.002	      0.455	
       0.413	      6.810	      0.000	      0.000	      0.002	      0.468	
       0.451	      7.033	      0.000	      0.000	      0.002	      0.445	
       0.449	      6.445	      0.000	      0.000	      0.001	      0.402	
       0.414	      6.724	      0.001	      0.000	      0.005	      0.757	
       0.487	      7.146	      0.000	      0.000	      0.001	      0.437	
       0.441	      6.708	      0.000	      0.000	      0.003	      0.813	
       0.467	      6.704	      0.000	      0.000	      0.002	      0.426	
       0.400	      6.845	      0.000	      0.000	      0.002	      0.481	
       0.491	      6.522	      0.000	      0.000	      0.002	      0.413	
       0.409	      6.801	      0.000	      0.000	      0.002	      0.415	
       0.464	      6.740	      0.000	      0.000	      0.002	      0.432	
       0.472	      7.097	      0.000	      0.000	      0.002	      0.424	
       0.463	      6.840	      0.000	      0.000	      0.002	      0.432	
       0.463	      7.134	      0.000	      0.000	      0.001	      0.448	
       0.473	      7.191	      0.000	      0.000	      0.002	      0.497	
       0.395	      6.629	      0.000	      0.000	      0.002	      0.422	
       0.820	      7.141	      0.000	      0.000	      0.002	      0.447	
       0.405	      7.126	      0.000	      0.000	      0.002	      0.417	
       0.442	      7.360	      0.000	      0.000	      0.002	      0.443	
       0.417	      6.714	      0.000	      0.000	      0.002	      0.423	
       0.454	      7.235	      0.000	      0.000	      0.002	      0.504	
       0.411	      6.933	      0.000	      0.000	      0.003	      0.520	
       0.443	      7.296	      0.000	      0.000	      0.002	      0.450	
       0.411	      6.697	      0.000	      0.000	      0.002	      0.422	
       0.436	      7.467	      0.000	      0.000	      0.002	      0.461	
       0.423	      6.780	      0.000	      0.000	      0.009	      0.516	
       0.437	      6.789	      0.000	      0.000	      0.002	      0.420	
       0.420	      7.137	      0.000	      0.000	      0.002	      0.456	
       0.434	      6.607	      0.000	      0.000	      0.002	      0.397	
       0.388	      6.801	      0.000	      0.001	      0.007	      0.811	
       0.454	      6.472	      0.000	      0.000	      0.002	      0.734	
       0.443	      6.549	      0.000	      0.000	      0.001	      0.426	
       0.462	      6.632	      0.000	      0.000	      0.002	      0.442	
       0.471	      6.958	      0.000	      0.000	      0.002	      0.416	
       0.405	      7.015	      0.000	      0.000	      0.002	      0.440	
       0.452	      7.035	      0.000	      0.000	      0.002	      0.434	
       0.398	      7.103	      0.000	      0.000	      0.001	      0.403	
       0.379	      6.939	      0.000	      0.000	      0.003	      0.415	
       0.448	      6.928	      0.000	      0.000	      0.002	      0.435	
       0.427	      6.495	      0.000	      0.000	      0.001	      0.420	
       0.356	      6.143	      0.000	      0.000	      0.002	      0.414	
       0.774	      6.581	      0.000	      0.000	      0.002	      0.557	
       0.401	      6.776	      0.000	      0.000	      0.003	      0.492	
       0.441	      7.200	      0.000	      0.000	      0.002	      0.435	
       0.373	      6.282	      0.000	      0.000	      0.002	      0.408	
       0.422	      6.779	      0.000	      0.000	      0.001	      0.424	
       0.426	      7.402	      0.000	      0.000	      0.002	      0.452	
       0.450	      7.214	      0.000	      0.000	      0.002	      0.452	
       0.415	      6.850	      0.000	      0.000	      0.001	      0.412	
       0.391	      7.534	      0.000	      0.000	      0.002	      0.471	
       0.457	      6.875	      0.000	      0.000	      0.002	      0.466	
       0.447	      7.061	      0.000	      0.000	      0.002	      0.481	
       0.521	      6.909	      0.000	      0.000	      0.002	      0.433	
       0.474	      7.156	      0.000	      0.000	      0.003	      0.927	
       0.401	      6.754	      0.000	      0.000	      0.001	      0.434	
       0.383	      6.736	      0.000	      0.000	      0.002	      0.455	
       0.467	      6.889	      0.000	      0.000	      0.002	      0.427	
       0.417	      6.796	      0.000	      0.000	      0.002	      0.456	
       0.448	      6.633	      0.000	      0.000	      0.002	      0.456	
       0.420	      6.818	      0.000	      0.000	      0.004	      0.414	
       0.395	      6.543	      0.000	      0.000	      0.002	      0.420	
       0.493	      7.005	      0.000	      0.000	      0.002	      0.493	
       0.468	      6.780	      0.000	      0.000	      0.002	      0.534	
       0.797	      6.627	      0.000	      0.000	      0.002	      0.466	
       0.786	      6.570	      0.000	      0.000	      0.002	      0.442	
       0.400	      6.535	      0.000	      0.000	      0.001	      0.414	
       0.473	      7.138	      0.000	      0.000	      0.001	      0.437	
       0.422	      6.928	      0.000	      0.000	      0.001	      0.431	
       0.394	      6.697	      0.000	      0.000	      0.002	      0.416	
       0.494	      7.415	      0.000	      0.000	      0.002	      0.441	
       0.423	      7.336	      0.000	      0.000	      0.002	      0.447	
       0.468	      6.816	      0.000	      0.000	      0.002	      0.421	
       0.407	      7.277	      0.000	      0.000	      0.002	      0.437	
       0.393	      6.937	      0.000	      0.000	      0.002	      0.413	
       0.480	      7.541	      0.000	      0.000	      0.002	      0.447	
       0.419	      6.570	      0.000	      0.000	      0.003	      0.459	
       0.441	      7.380	      0.001	      0.000	      0.008	      0.922	
       0.406	      6.819	      0.000	      0.000	      0.002	      0.416	
       0.391	      7.014	      0.000	      0.000	      0.002	      0.907	
       0.414	      6.884	      0.000	      0.000	      0.002	      0.431	
       0.385	      6.721	      0.000	      0.000	      0.002	      0.503	
       0.432	      6.928	      0.000	      0.000	      0.002	      0.429	
       0.415	      6.873	      0.000	      0.000	      0.001	      0.442	
       0.447	      6.771	      0.000	      0.000	      0.002	      0.469	
       0.412	      6.731	      0.000	      0.000	      0.001	      0.417	
       0.440	      6.604	      0.000	      0.000	      0.001	      0.440	
       0.472	      6.978	      0.000	      0.000	      0.001	      0.432	
       0.452	      6.765	      0.000	      0.000	      0.001	      0.453	
       0.454	      6.892	      0.000	      0.000	      0.001	      0.455	
       0.811	      6.797	      0.000	      0.000	      0.002	      0.434	
       0.448	      6.484	      0.000	      0.000	      0.002	      0.431	
       0.531	      7.057	      0.000	      0.000	      0.002	      0.437	
       0.402	      6.490	      0.000	      0.000	      0.002	      0.405	
       0.468	      7.129	      0.000	      0.000	      0.002	      0.443	
       0.417	      6.852	      0.000	      0.000	      0.002	      0.416	
       0.392	      6.654	      0.000	      0.000	      0.002	      0.419	
       0.553	      7.163	      0.000	      0.000	      0.002	      0.432	
       0.531	      7.723	      0.000	      0.000	      0.002	      0.434	
       0.400	      6.755	      0.000	      0.000	      0.002	      0.425	
       0.425	      7.055	      0.000	      0.000	      0.002	      0.425	
       0.395	      7.064	      0.000	      0.000	      0.002	      0.434	
       0.458	      7.280	      0.000	      0.000	      0.002	      0.450	
       0.428	      7.186	      0.000	      0.000	      0.002	      0.909	
       0.417	      7.059	      0.001	      0.000	      0.005	      0.545	
       0.439	      6.812	      0.000	      0.000	      0.002	      0.603	
       0.388	      6.782	      0.000	      0.000	      0.003	      0.790	
       0.465	      6.755	      0.000	      0.000	      0.002	      0.514	
       0.410	      6.769	      0.000	      0.000	      0.004	      0.630	
       0.468	      6.640	      0.000	      0.000	      0.001	      0.428	
       0.419	      6.494	      0.000	      0.000	      0.002	      0.396	
       0.442	      6.580	      0.000	      0.000	      0.001	      0.440	
       0.441	      6.978	      0.000	      0.000	      0.002	      0.467	
       0.453	      6.822	      0.000	      0.000	      0.001	      0.423	
       0.680	      6.842	      0.000	      0.000	      0.002	      0.445	
       0.917	      7.297	      0.000	      0.000	      0.002	      0.430	
       0.471	      6.822	      0.000	      0.000	      0.002	      0.413	
       0.446	      6.923	      0.000	      0.000	      0.001	      0.403	
       0.449	      6.979	      0.000	      0.000	      0.002	      0.425	
       0.395	      6.856	      0.000	      0.000	      0.001	      0.425	
       0.452	      7.516	      0.000	      0.000	      0.002	      0.438	
       0.444	      7.155	      0.000	      0.000	      0.002	      0.432	
       0.397	      6.617	      0.000	      0.000	      0.002	      0.409	
       0.486	      7.533	      0.000	      0.000	      0.001	      0.422	
       0.430	      6.838	      0.000	      0.000	      0.002	      0.422	
       0.422	      7.541	      0.000	      0.000	      0.002	      0.434	
       0.392	      7.033	      0.000	      0.001	      0.004	      0.483	
       0.446	      6.666	      0.000	      0.000	      0.002	      0.529	
       0.405	      6.910	      0.001	      0.000	      0.006	      0.742	
       0.433	      6.767	      0.000	      0.000	      0.002	      0.464	
       0.437	      6.851	      0.000	      0.000	      0.002	      0.419	
       0.429	      6.572	      0.000	      0.000	      0.001	      0.428	
       0.432	      6.805	      0.000	      0.000	      0.003	      0.425	
       0.468	      6.884	      0.000	      0.000	      0.001	      0.424	
       0.394	      6.479	      0.000	      0.000	      0.002	      0.485	
       0.396	      6.683	      0.000	      0.000	      0.001	      0.426	
       0.424	      6.762	      0.000	      0.000	      0.002	      0.599	
       0.435	      6.555	      0.000	      0.000	      0.002	      0.412	
       0.424	      6.991	      0.000	      0.000	      0.002	      0.424	
       0.499	      6.977	      0.000	      0.000	      0.002	      0.428	
       0.473	      7.194	      0.000	      0.000	      0.002	      0.434	
       0.403	      6.686	      0.000	      0.000	      0.002	      0.441	
       0.409	      6.989	      0.000	      0.000	      0.002	      0.406	
       0.485	      6.915	      0.000	      0.000	      0.002	      0.433	
       0.475	      7.088	      0.000	      0.000	      0.001	      0.426	
       0.402	      7.079	      0.000	      0.000	      0.002	      0.419	
       0.494	      7.068	      0.000	      0.000	      0.001	      0.432	
       0.403	      6.917	      0.000	      0.000	      0.002	      0.434	
       0.499	      7.436	      0.000	      0.000	      0.002	      0.437	
       0.391	      6.733	      0.000	      0.000	      0.001	      0.414	
       0.400	      6.764	      0.000	      0.000	      0.001	      0.413	
       0.385	      6.740	      0.001	      0.001	      0.007	      0.813	
       0.429	      7.263	      0.000	      0.000	      0.002	      0.456	
       0.433	      6.812	      0.000	      0.000	      0.001	      0.390	
       0.400	      6.927	      0.001	      0.001	      0.003	      0.490	
       0.450	      6.907	      0.000	      0.000	      0.002	      0.417	
       0.379	      6.420	      0.000	      0.000	      0.002	      0.492	
       0.431	      6.783	      0.000	      0.000	      0.002	      0.422	
       0.388	      6.871	      0.000	      0.000	      0.002	      0.413	
       0.383	      6.873	      0.000	      0.000	      0.002	      0.442	
       0.471	      6.823	      0.000	      0.000	      0.002	      0.435	
       0.464	      6.898	      0.000	      0.000	      0.002	      0.425	
       0.394	      6.456	      0.000	      0.000	      0.002	      0.401	
       0.445	      6.610	      0.000	      0.000	      0.002	      0.413	
       0.445	      6.906	      0.000	      0.000	      0.001	      0.430	
       0.406	      6.783	      0.000	      0.000	      0.001	      0.423	
       0.435	      7.029	      0.000	      0.000	      0.002	      0.431	
       0.432	      6.794	      0.000	      0.000	      0.001	      0.413	
       0.511	      7.133	      0.000	      0.000	      0.002	      0.428	
       0.453	      7.405	      0.000	      0.000	      0.002	      0.434	
       0.424	      6.860	      0.000	      0.000	      0.002	      0.412	
       0.436	      7.001	      0.000	      0.000	      0.002	      0.461	
       0.393	      6.548	      0.000	      0.000	      0.002	      0.410	
       0.409	      6.410	      0.000	      0.000	      0.001	      0.393	
       0.408	      7.262	      0.000	      0.000	      0.002	      0.439	
       0.425	      6.480	      0.000	      0.000	      0.001	      0.393	
       0.384	      6.906	      0.000	      0.001	      0.012	      1.102	
       0.468	      6.485	      0.000	      0.000	      0.001	      0.426	
       0.444	      6.907	      0.000	      0.000	      0.002	      0.443	
       0.404	      6.369	      0.001	      0.000	      0.003	      0.544	
       0.430	      6.540	      0.000	      0.000	      0.002	      0.440	
       0.421	      6.553	      0.000	      0.000	      0.001	      0.418	
       0.480	      6.753	      0.000	      0.000	      0.002	      0.435	
       0.468	      6.613	      0.000	      0.000	      0.003	      0.442	
       0.458	      7.008	      0.000	      0.000	      0.002	      0.406	
       0.399	      6.789	      0.000	      0.000	      0.002	      0.449	
       0.461	      6.912	      0.000	      0.000	      0.002	      0.434	
       0.399	      7.070	      0.000	      0.001	      0.003	      0.450	
       0.446	      6.705	      0.000	      0.000	      0.002	      0.425	
       0.430	      7.068	      0.000	      0.000	      0.002	      0.436	
       0.388	      7.035	      0.000	      0.000	      0.002	      0.415	
 
