Values recorded at: 04-Apr-2013 14:51:51

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.376	      0.937	      0.671	      0.002	      0.951	      0.003	      0.547	
       0.369	      0.910	      0.636	      0.004	      1.195	      0.002	      0.360	
       0.555	      1.044	      0.879	      0.004	      1.572	      0.004	      0.460	
       0.388	      0.919	      0.576	      0.002	      0.922	      0.002	      0.334	
       0.376	      0.867	      0.681	      0.003	      0.913	      0.002	      0.310	
       0.419	      0.953	      0.567	      0.003	      1.603	      0.004	      0.451	
       0.378	      0.863	      0.562	      0.002	      0.913	      0.002	      0.343	
       0.715	      0.927	      0.682	      0.003	      1.259	      0.003	      0.355	
       0.461	      0.925	      0.742	      0.003	      1.068	      0.003	      0.338	
       0.380	      0.867	      0.675	      0.003	      0.914	      0.002	      0.314	
       0.382	      0.856	      0.697	      0.003	      0.929	      0.001	      0.316	
       0.393	      0.925	      0.866	      0.005	      1.411	      0.005	      0.439	
       0.411	      1.131	      0.662	      0.003	      0.909	      0.002	      0.328	
       0.382	      0.900	      0.688	      0.003	      0.935	      0.002	      0.322	
       0.372	      0.877	      0.716	      0.002	      0.939	      0.002	      0.353	
       0.399	      0.820	      0.713	      0.003	      0.941	      0.002	      0.313	
       0.515	      0.985	      1.035	      0.003	      2.503	      0.002	      0.349	
       0.528	      0.861	      0.658	      0.003	      0.941	      0.002	      0.324	
       0.390	      0.883	      0.748	      0.004	      1.599	      0.002	      0.330	
       0.428	      0.894	      0.618	      0.002	      1.035	      0.002	      0.375	
       0.366	      0.873	      0.664	      0.002	      0.892	      0.002	      0.320	
       0.388	      0.975	      0.837	      0.003	      1.505	      0.006	      0.480	
       0.372	      0.868	      0.664	      0.003	      0.984	      0.002	      0.360	
       0.389	      1.140	      0.634	      0.003	      1.151	      0.004	      0.414	
       0.390	      0.857	      0.664	      0.003	      0.944	      0.002	      0.303	
       0.819	      0.886	      0.584	      0.003	      0.911	      0.002	      0.322	
       0.437	      0.889	      0.566	      0.002	      0.934	      0.002	      0.337	
       0.367	      0.904	      0.675	      0.002	      0.923	      0.002	      0.319	
       0.370	      0.911	      0.619	      0.002	      0.972	      0.002	      0.509	
       0.378	      0.871	      0.679	      0.002	      0.963	      0.001	      0.342	
       0.374	      0.883	      0.667	      0.002	      0.903	      0.002	      0.318	
       0.428	      0.975	      0.706	      0.003	      1.469	      0.004	      0.482	
       0.389	      0.992	      0.681	      0.003	      0.944	      0.002	      0.311	
       0.368	      0.879	      0.606	      0.003	      0.916	      0.002	      0.319	
       0.384	      1.009	      0.649	      0.003	      1.624	      0.002	      0.499	
       0.407	      0.884	      0.713	      0.003	      0.936	      0.002	      0.316	
       0.391	      0.911	      0.662	      0.003	      0.941	      0.002	      0.309	
       0.414	      0.899	      0.907	      0.006	      1.201	      0.002	      0.360	
       0.384	      0.976	      0.677	      0.003	      0.990	      0.002	      0.451	
       0.404	      1.024	      0.762	      0.003	      1.536	      0.003	      0.365	
       0.508	      0.880	      0.910	      0.004	      1.081	      0.002	      0.320	
       0.384	      0.959	      0.826	      0.002	      1.096	      0.002	      0.339	
       0.382	      0.885	      0.730	      0.003	      0.946	      0.002	      0.333	
       0.417	      1.045	      0.682	      0.003	      1.270	      0.002	      0.344	
       0.423	      0.882	      0.710	      0.002	      0.980	      0.001	      0.320	
       0.397	      0.959	      0.726	      0.003	      0.954	      0.002	      0.395	
       0.380	      0.900	      0.675	      0.002	      0.989	      0.007	      0.797	
       0.363	      0.882	      0.710	      0.002	      0.951	      0.001	      0.316	
       0.433	      0.863	      0.748	      0.002	      0.925	      0.001	      0.323	
       0.376	      0.892	      0.550	      0.002	      0.993	      0.007	      0.479	
       0.373	      0.900	      0.705	      0.003	      1.002	      0.002	      0.349	
       0.382	      0.869	      0.588	      0.002	      0.916	      0.002	      0.324	
       0.384	      0.952	      0.666	      0.002	      0.986	      0.003	      0.537	
       0.392	      0.868	      0.707	      0.002	      0.928	      0.002	      0.310	
       0.378	      0.841	      0.697	      0.002	      0.956	      0.001	      0.324	
       0.379	      1.031	      0.620	      0.003	      1.182	      0.002	      0.362	
       0.388	      0.879	      0.666	      0.002	      0.934	      0.002	      0.309	
       0.378	      0.961	      0.583	      0.003	      1.017	      0.003	      0.369	
       0.668	      0.879	      0.724	      0.002	      0.915	      0.002	      0.324	
       0.375	      0.879	      0.694	      0.002	      0.952	      0.002	      0.356	
       0.395	      0.994	      0.622	      0.002	      0.975	      0.002	      0.428	
       0.375	      0.858	      0.661	      0.002	      0.962	      0.002	      0.318	
       0.427	      0.920	      0.562	      0.003	      1.296	      0.002	      0.353	
       0.371	      0.870	      0.697	      0.003	      0.893	      0.002	      0.316	
       0.392	      0.888	      0.692	      0.002	      0.938	      0.002	      0.335	
       0.389	      0.910	      0.703	      0.004	      1.663	      0.002	      0.341	
       0.380	      1.017	      0.673	      0.002	      1.304	      0.002	      0.349	
       0.522	      0.897	      0.990	      0.003	      1.151	      0.002	      0.346	
       0.412	      0.878	      0.629	      0.003	      0.974	      0.002	      0.328	
       0.689	      0.863	      0.996	      0.003	      0.929	      0.002	      0.331	
       0.375	      0.877	      0.660	      0.003	      0.945	      0.002	      0.318	
       0.869	      0.863	      0.777	      0.003	      0.904	      0.002	      0.330	
       0.395	      0.943	      0.694	      0.002	      0.935	      0.001	      0.328	
       0.422	      0.870	      0.603	      0.002	      0.970	      0.002	      0.346	
       0.380	      0.872	      0.575	      0.002	      0.917	      0.002	      0.315	
       0.369	      0.868	      0.744	      0.002	      0.913	      0.001	      0.316	
       0.434	      0.966	      0.655	      0.002	      1.518	      0.003	      0.367	
       0.383	      0.928	      0.686	      0.003	      0.956	      0.002	      0.325	
       0.433	      0.922	      0.940	      0.005	      1.210	      0.002	      0.337	
       0.378	      0.936	      0.662	      0.002	      1.023	      0.002	      0.318	
       0.401	      0.951	      0.715	      0.003	      0.924	      0.002	      0.336	
       0.563	      0.936	      0.775	      0.003	      1.869	      0.002	      0.351	
       0.389	      0.928	      0.708	      0.002	      0.905	      0.002	      0.392	
       0.373	      0.857	      0.660	      0.002	      0.917	      0.002	      0.317	
       0.457	      1.016	      0.593	      0.003	      1.393	      0.006	      0.490	
       0.378	      0.966	      0.663	      0.002	      0.994	      0.002	      0.445	
       0.391	      0.863	      0.587	      0.002	      0.956	      0.002	      0.328	
       0.405	      0.973	      0.731	      0.003	      1.362	      0.002	      0.339	
       0.412	      0.876	      0.681	      0.002	      0.939	      0.002	      0.320	
       0.401	      0.874	      0.670	      0.002	      0.919	      0.002	      0.324	
       0.641	      0.901	      1.072	      0.003	      0.981	      0.002	      0.332	
       0.555	      0.972	      0.764	      0.006	      1.209	      0.005	      0.433	
       0.368	      0.904	      0.671	      0.002	      0.964	      0.003	      0.446	
       0.380	      1.056	      0.631	      0.003	      1.637	      0.005	      0.670	
       0.378	      0.937	      0.807	      0.003	      1.780	      0.002	      0.333	
       0.390	      0.917	      0.662	      0.002	      0.916	      0.002	      0.327	
       0.379	      0.860	      0.748	      0.003	      0.939	      0.002	      0.315	
       0.390	      1.050	      0.677	      0.003	      1.588	      0.005	      0.430	
       0.448	      0.863	      0.561	      0.003	      0.889	      0.002	      0.316	
       0.393	      0.886	      0.637	      0.003	      1.136	      0.003	      0.340	
       0.382	      0.865	      0.561	      0.003	      0.937	      0.002	      0.340	
       0.800	      0.891	      1.000	      0.005	      1.009	      0.002	      0.333	
       0.502	      0.951	      0.757	      0.003	      0.905	      0.002	      0.323	
       0.444	      0.876	      0.677	      0.003	      1.007	      0.002	      0.318	
       0.953	      0.909	      0.614	      0.003	      1.876	      0.002	      0.389	
       0.370	      0.940	      0.744	      0.003	      1.167	      0.002	      0.346	
       0.388	      0.954	      0.656	      0.003	      1.141	      0.003	      0.372	
       0.542	      0.893	      0.829	      0.003	      1.815	      0.002	      0.338	
       0.400	      0.863	      0.685	      0.003	      0.933	      0.002	      0.319	
       0.414	      0.911	      0.723	      0.002	      1.024	      0.002	      0.573	
       0.380	      0.862	      0.564	      0.002	      0.928	      0.002	      0.320	
       0.379	      1.336	      0.667	      0.003	      0.925	      0.002	      0.358	
       0.387	      0.997	      0.580	      0.002	      0.963	      0.002	      0.333	
       0.381	      0.889	      0.587	      0.003	      0.945	      0.001	      0.317	
       0.453	      0.907	      0.777	      0.002	      0.933	      0.002	      0.341	
       0.612	      0.894	      0.912	      0.006	      1.416	      0.002	      0.335	
       0.402	      0.892	      0.704	      0.003	      0.924	      0.002	      0.314	
       0.489	      0.924	      0.934	      0.006	      1.231	      0.003	      0.348	
       0.381	      0.879	      0.632	      0.002	      0.958	      0.002	      0.346	
       0.398	      0.900	      0.699	      0.002	      0.975	      0.006	      0.401	
       0.375	      0.898	      0.669	      0.002	      0.925	      0.002	      0.312	
       0.381	      0.962	      0.873	      0.003	      1.142	      0.003	      0.482	
       0.378	      0.951	      0.678	      0.003	      1.486	      0.002	      0.352	
       0.485	      1.053	      0.625	      0.003	      1.179	      0.003	      0.511	
       0.379	      0.878	      0.670	      0.002	      0.954	      0.001	      0.307	
       0.496	      1.224	      0.878	      0.003	      1.484	      0.004	      0.483	
       0.372	      0.914	      0.751	      0.012	      1.267	      0.002	      0.353	
       0.373	      0.908	      0.755	      0.004	      1.775	      0.003	      0.361	
       0.372	      0.843	      0.677	      0.003	      0.961	      0.001	      0.455	
       0.379	      0.871	      0.762	      0.002	      0.896	      0.001	      0.346	
       0.431	      1.142	      0.708	      0.002	      1.036	      0.003	      0.487	
       0.452	      0.876	      0.633	      0.003	      0.945	      0.002	      0.324	
       0.396	      0.966	      0.594	      0.003	      0.957	      0.003	      0.449	
       0.393	      0.890	      0.672	      0.002	      1.043	      0.002	      0.320	
       0.408	      0.876	      0.676	      0.002	      0.920	      0.002	      0.319	
       0.404	      0.973	      0.570	      0.002	      1.022	      0.003	      0.379	
       0.374	      0.874	      0.593	      0.003	      0.902	      0.001	      0.348	
       0.393	      0.998	      0.606	      0.003	      1.038	      0.003	      0.354	
       0.369	      0.928	      0.675	      0.003	      0.998	      0.003	      0.332	
       0.371	      0.892	      0.667	      0.003	      0.932	      0.001	      0.316	
       0.618	      1.037	      0.819	      0.003	      1.195	      0.003	      0.373	
       0.422	      0.866	      0.725	      0.003	      0.911	      0.001	      0.336	
       0.385	      0.870	      0.714	      0.003	      0.952	      0.002	      0.367	
       0.472	      0.918	      0.747	      0.003	      1.648	      0.002	      0.335	
       0.378	      0.871	      0.615	      0.002	      0.912	      0.002	      0.352	
       0.371	      0.873	      0.561	      0.003	      0.894	      0.002	      0.349	
       0.479	      0.894	      1.101	      0.003	      0.991	      0.002	      0.330	
       0.574	      0.888	      0.671	      0.003	      0.898	      0.002	      0.328	
       0.388	      0.889	      0.668	      0.002	      0.907	      0.001	      0.320	
       0.403	      0.890	      0.665	      0.003	      1.018	      0.002	      0.350	
       0.705	      1.223	      0.795	      0.003	      1.455	      0.003	      0.365	
       0.389	      0.879	      0.661	      0.002	      0.938	      0.002	      0.404	
       0.418	      0.906	      0.866	      0.002	      0.974	      0.002	      0.316	
 
