Values recorded at: 21-Oct-2013 21:00:12

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       3.351	      0.503	      0.726	      0.000	      0.001	      0.002	      0.425	

       2.281	      0.497	      0.713	      0.000	      0.001	      0.002	      0.424	
       2.544	      0.470	      0.748	      0.000	      0.000	      0.002	      0.456	
       1.885	      0.486	      0.733	      0.000	      0.001	      0.002	      0.422	
       3.007	      0.488	      0.760	      0.000	      0.001	      0.002	      0.410	
       2.668	      0.502	      0.761	      0.000	      0.001	      0.002	      0.407	
       2.290	      0.481	      0.674	      0.000	      0.001	      0.002	      0.420	
       2.620	      0.476	      0.717	      0.000	      0.000	      0.002	      0.411	
       2.536	      0.484	      0.755	      0.000	      0.000	      0.002	      0.415	
       2.042	      0.466	      0.753	      0.000	      0.000	      0.003	      0.486	
       0.636	      0.490	      0.626	      0.000	      0.001	      0.002	      0.489	
       2.954	      0.559	      0.842	      0.000	      0.001	      0.003	      0.537	
       2.618	      0.629	      0.773	      0.000	      0.001	      0.002	      0.433	
       3.084	      0.514	      0.775	      0.000	      0.001	      0.004	      0.437	
       1.911	      0.464	      0.753	      0.000	      0.000	      0.002	      0.420	
       2.299	      0.495	      0.721	      0.000	      0.001	      0.002	      0.431	
       2.857	      0.458	      0.766	      0.000	      0.001	      0.002	      0.424	
       2.733	      0.469	      0.749	      0.000	      0.000	      0.001	      0.404	
       1.675	      0.511	      0.752	      0.000	      0.001	      0.002	      0.439	
       2.627	      0.625	      0.737	      0.000	      0.001	      0.002	      0.474	
       2.784	      0.507	      0.705	      0.000	      0.000	      0.002	      0.396	
       2.829	      0.495	      0.736	      0.000	      0.001	      0.002	      0.406	
       2.678	      0.475	      0.785	      0.000	      0.000	      0.001	      0.403	
       2.278	      0.517	      0.741	      0.000	      0.001	      0.002	      0.424	
       2.941	      0.475	      0.778	      0.000	      0.001	      0.001	      0.394	
       2.455	      0.467	      0.746	      0.000	      0.000	      0.001	      0.431	
       2.757	      0.483	      0.731	      0.000	      0.001	      0.002	      0.390	
       2.255	      0.517	      0.781	      0.000	      0.001	      0.002	      0.431	
       2.768	      0.488	      0.753	      0.000	      0.000	      0.002	      0.399	
       2.727	      0.461	      0.682	      0.000	      0.001	      0.002	      0.455	
       3.317	      0.497	      0.674	      0.000	      0.001	      0.002	      0.439	
       2.946	      0.506	      0.585	      0.000	      0.001	      0.002	      0.433	
       2.724	      0.629	      0.743	      0.000	      0.001	      0.002	      0.411	
       3.238	      0.488	      0.689	      0.000	      0.001	      0.002	      0.415	
       2.992	      0.509	      0.732	      0.000	      0.001	      0.002	      0.431	
       2.696	      0.490	      0.709	      0.000	      0.001	      0.002	      0.430	
       3.052	      0.495	      0.759	      0.000	      0.000	      0.002	      0.410	
       3.278	      0.480	      0.761	      0.000	      0.001	      0.001	      0.387	
       3.096	      0.496	      0.817	      0.000	      0.000	      0.002	      0.447	
       3.224	      0.485	      0.671	      0.000	      0.001	      0.001	      0.408	
       2.940	      0.458	      0.724	      0.000	      0.000	      0.002	      0.409	
       3.528	      0.482	      0.759	      0.000	      0.000	      0.002	      0.413	
       3.467	      0.482	      0.736	      0.000	      0.000	      0.001	      0.411	
       3.309	      0.466	      0.733	      0.000	      0.000	      0.002	      0.408	
       3.123	      0.499	      0.715	      0.000	      0.001	      0.002	      0.439	
       3.316	      0.482	      0.755	      0.000	      0.001	      0.002	      0.424	
       3.627	      0.491	      0.747	      0.000	      0.001	      0.002	      0.432	
       3.806	      0.547	      0.678	      0.000	      0.000	      0.002	      0.397	
       3.034	      0.496	      0.714	      0.000	      0.001	      0.002	      0.431	
       3.755	      0.567	      0.644	      0.000	      0.001	      0.002	      0.427	
       3.532	      0.494	      0.779	      0.000	      0.001	      0.002	      0.421	
       3.705	      0.484	      0.781	      0.000	      0.001	      0.001	      0.422	
       3.401	      0.508	      0.691	      0.009	      0.001	      0.002	      0.430	
       3.335	      0.558	      0.688	      0.000	      0.001	      0.002	      0.409	
       4.375	      0.584	      0.763	      0.000	      0.002	      0.002	      0.435	
       3.709	      0.516	      0.697	      0.000	      0.001	      0.002	      0.449	
       3.428	      0.553	      0.626	      0.000	      0.001	      0.002	      0.420	
       3.953	      0.534	      0.685	      0.000	      0.000	      0.002	      0.399	
       3.929	      0.578	      0.644	      0.000	      0.001	      0.002	      0.434	
       3.843	      0.487	      0.742	      0.000	      0.001	      0.002	      0.416	
       3.374	      0.511	      0.677	      0.000	      0.001	      0.002	      0.434	
       3.620	      0.490	      0.764	      0.000	      0.001	      0.002	      0.398	
       3.909	      0.660	      0.812	      0.000	      0.000	      0.002	      0.414	
       3.948	      0.463	      0.757	      0.000	      0.000	      0.002	      0.414	
       3.989	      0.552	      0.672	      0.000	      0.001	      0.002	      0.440	
       4.084	      0.480	      0.730	      0.000	      0.000	      0.002	      0.395	
       3.921	      0.507	      0.792	      0.000	      0.001	      0.002	      0.433	
       4.218	      0.493	      0.735	      0.000	      0.001	      0.002	      0.419	
       3.158	      0.496	      0.640	      0.000	      0.001	      0.002	      0.430	
       4.170	      0.487	      0.612	      0.000	      0.001	      0.002	      0.434	
       3.937	      0.544	      0.747	      0.001	      0.002	      0.003	      0.422	
       3.736	      0.498	      0.729	      0.000	      0.001	      0.002	      0.497	
       4.150	      0.498	      0.597	      0.000	      0.001	      0.003	      0.430	
       3.827	      0.538	      0.727	      0.000	      0.001	      0.002	      0.487	
       3.927	      0.489	      0.759	      0.000	      0.001	      0.002	      0.421	
       3.872	      0.482	      0.760	      0.000	      0.000	      0.001	      0.476	
       3.409	      0.488	      0.696	      0.000	      0.001	      0.002	      0.417	
       3.834	      0.503	      0.773	      0.000	      0.000	      0.002	      0.425	
       4.077	      0.483	      0.672	      0.000	      0.001	      0.001	      0.412	
       3.870	      0.484	      0.714	      0.000	      0.001	      0.001	      0.408	
       3.569	      0.507	      0.596	      0.000	      0.001	      0.002	      0.442	
       3.621	      0.498	      0.743	      0.000	      0.001	      0.002	      0.422	
       3.647	      0.481	      0.751	      0.000	      0.001	      0.001	      0.403	
       2.855	      0.486	      0.716	      0.000	      0.001	      0.002	      0.425	
       3.765	      0.486	      0.635	      0.000	      0.000	      0.002	      0.445	
       3.250	      0.494	      0.749	      0.000	      0.001	      0.002	      0.403	
       3.589	      0.501	      0.749	      0.000	      0.002	      0.002	      0.431	
       3.406	      0.478	      0.724	      0.000	      0.001	      0.002	      0.417	
       3.495	      0.495	      0.709	      0.000	      0.001	      0.002	      0.417	
       3.087	      0.496	      0.721	      0.000	      0.001	      0.002	      0.396	
       3.246	      0.495	      0.701	      0.000	      0.001	      0.002	      0.441	
       3.453	      0.481	      0.735	      0.000	      0.001	      0.002	      0.405	
       3.868	      0.485	      0.737	      0.000	      0.001	      0.002	      0.437	
       3.329	      0.471	      0.763	      0.000	      0.001	      0.002	      0.426	
       3.428	      0.493	      0.738	      0.000	      0.003	      0.002	      0.418	
       3.342	      0.492	      0.733	      0.000	      0.001	      0.002	      0.413	
       3.927	      0.479	      0.748	      0.000	      0.000	      0.002	      0.411	
       3.100	      0.492	      0.757	      0.000	      0.000	      0.002	      0.452	
       3.590	      0.484	      0.688	      0.000	      0.001	      0.002	      0.540	
       3.463	      0.538	      0.702	      0.000	      0.001	      0.001	      0.391	
       3.442	      0.469	      0.779	      0.000	      0.001	      0.002	      0.449	
