Values recorded at: 01-Jan-2014 19:49:34

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.000	      2.657	      0.374	      0.001	      0.832	      0.011	      0.456	

       0.000	      2.649	      0.461	      0.000	      0.819	      0.010	      0.468	
       0.000	      2.780	      0.531	      0.001	      0.826	      0.013	      0.444	
       0.000	      2.723	      0.352	      0.000	      0.856	      0.010	      0.528	
       0.000	      2.625	      0.372	      0.000	      0.825	      0.010	      0.405	
       0.000	      2.621	      0.343	      0.001	      0.823	      0.010	      0.466	
       0.000	      2.716	      0.400	      0.000	      0.832	      0.011	      0.523	
       0.000	      2.650	      0.375	      0.000	      0.825	      0.012	      0.497	
       0.000	      2.568	      0.355	      0.000	      0.808	      0.009	      0.375	
       0.000	      2.626	      0.357	      0.000	      0.824	      0.011	      0.460	
       0.000	      2.669	      0.396	      0.000	      0.824	      0.012	      0.506	
       0.000	      2.572	      0.382	      0.001	      0.827	      0.010	      0.483	
       0.000	      2.627	      0.335	      0.001	      0.847	      0.011	      0.642	
       0.000	      2.638	      0.383	      0.001	      0.849	      0.026	      0.761	
       0.000	      2.772	      0.357	      0.000	      0.810	      0.011	      0.479	
       0.000	      2.648	      0.349	      0.000	      0.796	      0.011	      0.425	
       0.000	      2.840	      0.390	      0.001	      0.815	      0.012	      0.474	
       0.000	      2.678	      0.347	      0.000	      0.797	      0.011	      0.467	
       0.000	      2.587	      0.373	      0.000	      0.812	      0.012	      0.420	
       0.000	      2.611	      0.362	      0.001	      0.773	      0.010	      0.423	
       0.000	      2.666	      0.357	      0.001	      0.794	      0.011	      0.512	
       0.000	      2.591	      0.384	      0.000	      0.815	      0.011	      0.409	
       0.000	      2.635	      0.384	      0.000	      0.818	      0.011	      0.428	
       0.000	      2.600	      0.340	      0.000	      0.809	      0.011	      0.466	
       0.000	      2.599	      0.358	      0.000	      0.814	      0.012	      0.607	
       0.000	      2.650	      0.390	      0.001	      0.824	      0.009	      0.459	
       0.000	      2.671	      0.362	      0.000	      0.815	      0.012	      0.493	
       0.000	      2.657	      0.385	      0.000	      0.853	      0.010	      0.453	
       0.000	      2.567	      0.432	      0.000	      0.812	      0.011	      0.421	
       0.000	      2.667	      0.526	      0.001	      1.021	      0.013	      0.548	
       0.000	      2.794	      0.366	      0.001	      0.816	      0.012	      0.434	
       0.000	      2.648	      0.374	      0.000	      0.814	      0.011	      0.566	
       0.000	      2.644	      0.386	      0.001	      0.812	      0.011	      0.436	
       0.000	      2.597	      0.377	      0.001	      0.830	      0.012	      0.440	
       0.000	      2.649	      0.390	      0.000	      0.839	      0.012	      0.469	
       0.000	      2.627	      0.355	      0.000	      0.876	      0.020	      0.549	
       0.000	      2.597	      0.366	      0.000	      0.832	      0.009	      0.461	
       0.000	      2.573	      0.384	      0.001	      0.860	      0.011	      0.425	
       0.000	      2.697	      0.376	      0.001	      0.870	      0.012	      0.428	
       0.000	      2.727	      0.372	      0.000	      0.838	      0.009	      0.408	
       0.000	      2.556	      0.373	      0.000	      0.820	      0.011	      0.417	
       0.000	      2.708	      0.352	      0.000	      0.831	      0.011	      0.417	
       0.000	      2.617	      0.352	      0.000	      0.829	      0.010	      0.491	
       0.000	      2.618	      0.364	      0.000	      0.833	      0.010	      0.408	
       0.000	      2.622	      0.384	      0.000	      0.848	      0.029	      0.752	
       0.000	      2.706	      0.352	      0.000	      0.835	      0.010	      0.423	
       0.000	      2.697	      0.386	      0.000	      0.822	      0.010	      0.463	
       0.000	      2.693	      0.352	      0.001	      0.871	      0.011	      0.419	
       0.000	      2.846	      0.365	      0.001	      0.879	      0.012	      0.445	
       0.000	      2.800	      0.388	      0.001	      0.889	      0.012	      0.437	
       0.000	      2.572	      0.360	      0.000	      0.857	      0.011	      0.462	
       0.000	      2.610	      0.392	      0.000	      0.862	      0.011	      0.473	
       0.000	      2.644	      0.387	      0.000	      0.869	      0.012	      0.459	
       0.000	      2.677	      0.372	      0.000	      0.854	      0.012	      0.482	
       0.000	      2.682	      0.340	      0.000	      0.827	      0.010	      0.529	
       0.000	      2.662	      0.395	      0.001	      0.839	      0.012	      0.424	
       0.000	      2.591	      0.352	      0.000	      0.816	      0.009	      0.463	
       0.000	      2.690	      0.360	      0.001	      0.860	      0.011	      0.530	
       0.000	      2.611	      0.373	      0.000	      0.839	      0.009	      0.441	
       0.000	      2.608	      0.349	      0.000	      0.910	      0.012	      0.484	
       0.000	      2.767	      0.446	      0.000	      0.932	      0.011	      0.473	
       0.000	      2.762	      0.385	      0.000	      0.836	      0.011	      0.468	
       0.000	      2.833	      0.389	      0.001	      0.848	      0.012	      0.523	
       0.000	      2.608	      0.367	      0.000	      0.848	      0.012	      0.449	
       0.000	      2.636	      0.388	      0.001	      0.838	      0.012	      0.460	
       0.000	      2.676	      0.368	      0.001	      0.822	      0.011	      0.525	
       0.000	      2.558	      0.379	      0.000	      0.804	      0.009	      0.399	
       0.000	      2.602	      0.382	      0.000	      0.804	      0.011	      0.418	
       0.000	      2.595	      0.348	      0.000	      0.804	      0.012	      0.438	
       0.000	      2.637	      0.394	      0.000	      0.799	      0.010	      0.447	
       0.000	      2.611	      0.391	      0.000	      0.804	      0.010	      0.410	
       0.000	      2.614	      0.361	      0.000	      0.810	      0.010	      0.469	
       0.000	      2.647	      0.381	      0.000	      0.816	      0.011	      0.498	
       0.000	      2.697	      0.383	      0.000	      0.845	      0.011	      0.440	
       0.000	      2.601	      0.334	      0.001	      0.955	      0.012	      0.477	
       0.000	      2.738	      0.366	      0.000	      0.891	      0.021	      0.640	
       0.000	      2.738	      0.386	      0.000	      0.804	      0.011	      0.469	
       0.000	      2.687	      0.400	      0.000	      0.822	      0.011	      0.494	
       0.000	      2.709	      0.350	      0.000	      0.821	      0.010	      0.465	
       0.000	      2.638	      0.382	      0.001	      0.748	      0.012	      0.489	
       0.000	      2.625	      0.340	      0.001	      0.888	      0.010	      0.451	
       0.000	      2.674	      0.406	      0.000	      0.812	      0.010	      0.613	
       0.000	      2.605	      0.393	      0.001	      0.823	      0.012	      0.471	
       0.000	      2.644	      0.362	      0.000	      0.809	      0.013	      0.493	
       0.000	      2.648	      0.358	      0.001	      0.859	      0.010	      0.447	
       0.000	      2.637	      0.387	      0.000	      0.822	      0.009	      0.379	
       0.000	      2.567	      0.345	      0.000	      0.769	      0.010	      0.390	
       0.000	      2.588	      0.357	      0.001	      0.824	      0.010	      0.429	
       0.000	      2.580	      0.387	      0.000	      0.841	      0.020	      0.469	
       0.000	      2.673	      0.354	      0.000	      0.919	      0.024	      0.741	
       0.000	      2.743	      0.354	      0.001	      0.909	      0.012	      0.468	
       0.000	      2.720	      0.376	      0.000	      0.827	      0.010	      0.445	
       0.000	      2.816	      0.392	      0.000	      0.842	      0.012	      0.548	
       0.000	      2.614	      0.359	      0.000	      0.859	      0.011	      0.544	
       0.000	      2.689	      0.451	      0.000	      0.876	      0.014	      0.447	
       0.000	      2.643	      0.371	      0.000	      0.861	      0.013	      0.450	
       0.000	      2.665	      0.380	      0.000	      0.816	      0.010	      0.487	
