Values recorded at: 02-Dec-2012 14:24:52

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.059	      0.804	      0.000	      0.000	      0.138	      0.279	
       0.123	      1.530	      0.000	      0.000	      0.266	      0.363	
       0.054	      0.847	      0.000	      0.000	      0.151	      0.393	
       0.061	      0.834	      0.000	      0.000	      0.198	      0.369	
       0.053	      0.848	      0.000	      0.000	      0.168	      0.416	
       0.067	      0.785	      0.000	      0.000	      0.148	      0.302	
       0.069	      0.870	      0.000	      0.000	      0.137	      0.270	
       0.127	      1.032	      0.000	      0.000	      0.147	      0.305	
       0.058	      0.882	      0.000	      0.000	      0.195	      0.282	
       0.065	      0.846	      0.000	      0.000	      0.146	      0.285	
       0.108	      1.207	      0.000	      0.000	      0.139	      0.300	
       0.102	      0.907	      0.000	      0.000	      0.157	      0.381	
       0.124	      0.898	      0.000	      0.000	      0.145	      0.291	
       0.056	      0.834	      0.001	      0.001	      0.236	      0.346	
       0.059	      0.767	      0.000	      0.000	      0.148	      0.328	
       0.057	      0.835	      0.000	      0.000	      0.153	      0.333	
       0.062	      1.052	      0.001	      0.000	      0.138	      0.297	
       0.063	      0.883	      0.000	      0.000	      0.162	      0.301	
       0.064	      0.777	      0.000	      0.000	      0.148	      0.292	
       0.058	      1.042	      0.000	      0.000	      0.145	      0.290	
       0.121	      0.987	      0.000	      0.000	      0.230	      0.678	
       0.071	      0.844	      0.000	      0.000	      0.148	      0.350	
       0.115	      0.768	      0.000	      0.000	      0.147	      0.288	
       0.056	      0.773	      0.000	      0.000	      0.146	      0.384	
       0.059	      0.932	      0.000	      0.000	      0.144	      0.443	
       0.067	      0.881	      0.000	      0.000	      0.151	      0.374	
       0.058	      0.797	      0.000	      0.000	      0.139	      0.290	
       0.063	      0.890	      0.000	      0.000	      0.148	      0.292	
       0.055	      0.872	      0.000	      0.000	      0.143	      0.289	
       0.062	      0.912	      0.001	      0.000	      0.145	      0.284	
       0.057	      0.860	      0.000	      0.000	      0.142	      0.307	
       0.065	      0.954	      0.000	      0.000	      0.141	      0.295	
       0.056	      1.335	      0.001	      0.000	      0.152	      0.296	
       0.059	      0.861	      0.001	      0.000	      0.137	      0.290	
       0.062	      0.837	      0.000	      0.000	      0.149	      0.295	
       0.199	      0.826	      0.000	      0.000	      0.144	      0.285	
       0.060	      1.223	      0.000	      0.000	      0.165	      0.536	
       0.057	      1.226	      0.001	      0.000	      0.396	      0.462	
       0.061	      0.985	      0.000	      0.000	      0.248	      0.334	
       0.059	      0.848	      0.000	      0.000	      0.148	      0.293	
       0.062	      0.809	      0.000	      0.000	      0.143	      0.319	
       0.056	      0.770	      0.000	      0.000	      0.154	      0.297	
       0.060	      0.781	      0.000	      0.000	      0.151	      0.383	
       0.061	      0.802	      0.000	      0.000	      0.233	      0.299	
       0.063	      0.780	      0.000	      0.000	      0.205	      0.371	
       0.060	      0.781	      0.000	      0.000	      0.201	      0.350	
       0.062	      0.977	      0.000	      0.000	      0.170	      0.333	
       0.060	      1.615	      0.000	      0.000	      0.148	      0.291	
       0.061	      0.781	      0.000	      0.000	      0.148	      0.300	
       0.058	      0.873	      0.000	      0.000	      0.145	      0.288	
       0.067	      1.308	      0.000	      0.000	      0.143	      0.289	
       0.060	      0.777	      0.000	      0.000	      0.145	      0.293	
       0.093	      1.279	      0.000	      0.000	      0.145	      0.281	
       0.061	      0.774	      0.000	      0.000	      0.140	      0.288	
       0.075	      0.906	      0.000	      0.000	      0.150	      0.287	
       0.062	      0.928	      0.000	      0.000	      0.149	      0.291	
       0.077	      0.847	      0.000	      0.000	      0.140	      0.285	
       0.099	      0.897	      0.000	      0.000	      0.225	      0.629	
       0.068	      1.173	      0.001	      0.000	      0.145	      0.290	
       0.117	      0.922	      0.000	      0.000	      0.216	      0.540	
       0.061	      0.811	      0.001	      0.000	      0.139	      0.280	
       0.077	      0.926	      0.000	      0.000	      0.147	      0.309	
       0.064	      0.834	      0.000	      0.000	      0.162	      0.310	
       0.069	      0.817	      0.000	      0.000	      0.213	      0.318	
       0.059	      0.924	      0.000	      0.000	      0.147	      0.332	
       0.057	      0.806	      0.000	      0.000	      0.174	      0.379	
       0.058	      0.772	      0.000	      0.000	      0.154	      0.434	
       0.054	      0.780	      0.000	      0.000	      0.152	      0.336	
       0.060	      0.784	      0.000	      0.000	      0.199	      0.539	
       0.056	      0.789	      0.000	      0.000	      0.148	      0.298	
       0.062	      0.947	      0.000	      0.000	      0.139	      0.284	
       0.059	      0.798	      0.000	      0.000	      0.143	      0.302	
       0.059	      0.936	      0.000	      0.000	      0.147	      0.288	
       0.124	      1.062	      0.000	      0.000	      0.157	      0.304	
       0.062	      0.800	      0.000	      0.000	      0.150	      0.313	
       0.065	      0.932	      0.001	      0.000	      0.145	      0.286	
       0.056	      0.898	      0.000	      0.000	      0.144	      0.302	
       0.122	      1.133	      0.000	      0.000	      0.151	      0.361	
       0.089	      1.176	      0.001	      0.000	      0.144	      0.282	
       0.065	      1.364	      0.000	      0.000	      0.146	      0.283	
       0.109	      1.258	      0.000	      0.000	      0.216	      0.432	
       0.058	      1.229	      0.000	      0.000	      0.145	      0.289	
       0.121	      0.806	      0.002	      0.000	      0.192	      0.602	
       0.062	      1.162	      0.000	      0.000	      0.140	      0.288	
       0.061	      0.767	      0.000	      0.000	      0.144	      0.285	
       0.056	      0.791	      0.000	      0.000	      0.216	      0.395	
       0.060	      1.013	      0.000	      0.000	      0.417	      0.578	
       0.064	      0.874	      0.000	      0.000	      0.212	      0.317	
       0.061	      0.860	      0.000	      0.000	      0.367	      0.345	
       0.059	      0.779	      0.000	      0.000	      0.199	      0.345	
       0.062	      0.780	      0.000	      0.000	      0.197	      0.346	
       0.060	      0.802	      0.000	      0.000	      0.144	      0.301	
       0.060	      0.801	      0.000	      0.000	      0.147	      0.298	
       0.077	      1.154	      0.000	      0.000	      0.142	      0.278	
       0.057	      0.795	      0.000	      0.000	      0.145	      0.290	
       0.062	      0.821	      0.000	      0.000	      0.154	      0.354	
       0.054	      0.776	      0.000	      0.000	      0.140	      0.289	
       0.074	      0.821	      0.000	      0.000	      0.145	      0.284	
       0.063	      0.798	      0.000	      0.000	      0.198	      0.344	
       0.087	      1.024	      0.000	      0.000	      0.258	      0.299	
       0.134	      1.409	      0.000	      0.000	      0.157	      0.296	
       0.090	      1.340	      0.001	      0.000	      0.142	      0.298	
       0.066	      1.648	      0.000	      0.000	      0.144	      0.287	
       0.063	      1.055	      0.000	      0.000	      0.142	      0.281	
       0.060	      1.030	      0.001	      0.000	      0.144	      0.301	
       0.058	      0.817	      0.000	      0.000	      0.269	      0.434	
       0.064	      1.379	      0.000	      0.000	      0.142	      0.313	
       0.056	      0.786	      0.000	      0.000	      0.144	      0.302	
       0.059	      0.778	      0.000	      0.000	      0.335	      0.616	
       0.056	      1.073	      0.001	      0.000	      0.165	      0.352	
       0.059	      0.770	      0.000	      0.000	      0.194	      0.352	
       0.068	      0.840	      0.000	      0.000	      0.168	      0.357	
       0.059	      1.089	      0.000	      0.000	      0.147	      0.290	
       0.056	      0.780	      0.000	      0.000	      0.145	      0.458	
       0.057	      0.804	      0.000	      0.000	      0.142	      0.291	
       0.059	      0.773	      0.000	      0.000	      0.148	      0.296	
       0.070	      0.796	      0.000	      0.000	      0.222	      0.848	
 
