Values recorded at: 25-Nov-2012 19:56:28

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       9.166	      7.269	      0.001	      0.000	      0.017	      0.564	
       9.001	      6.578	      0.001	      0.000	      0.016	      0.549	
       9.256	      6.690	      0.000	      0.000	      0.016	      0.685	
      10.005	      7.409	      0.000	      0.000	      0.019	      0.771	
       9.238	      7.065	      0.000	      0.000	      0.016	      0.541	
       9.139	      7.183	      0.001	      0.000	      0.018	      0.553	
       9.190	      7.006	      0.000	      0.000	      0.016	      0.559	
       9.409	      7.261	      0.012	      0.001	      0.015	      0.558	
       9.136	      6.862	      0.000	      0.001	      0.015	      0.554	
       9.560	      6.866	      0.000	      0.002	      0.032	      0.612	
       8.892	      6.874	      0.001	      0.002	      0.019	      0.815	
       9.398	      7.045	      0.000	      0.001	      0.018	      0.556	
       9.078	      7.106	      0.000	      0.001	      0.018	      0.544	
       9.076	      6.617	      0.000	      0.001	      0.016	      0.620	
       9.363	      7.156	      0.000	      0.001	      0.017	      0.557	
       9.108	      6.655	      0.000	      0.001	      0.014	      0.546	
       9.397	      6.940	      0.000	      0.000	      0.018	      0.599	
       8.987	      7.049	      0.001	      0.000	      0.038	      0.998	
       8.901	      6.907	      0.000	      0.000	      0.017	      0.603	
       9.051	      7.002	      0.001	      0.000	      0.018	      0.587	
       8.999	      6.818	      0.001	      0.000	      0.016	      0.587	
       9.548	      6.797	      0.001	      0.000	      0.016	      0.590	
       9.031	      6.767	      0.001	      0.000	      0.016	      0.653	
       9.323	      6.680	      0.001	      0.000	      0.025	      0.794	
       9.011	      7.264	      0.002	      0.000	      0.026	      1.043	
       9.013	      6.913	      0.000	      0.000	      0.018	      0.572	
       9.262	      7.083	      0.000	      0.000	      0.018	      0.605	
       9.044	      6.793	      0.001	      0.000	      0.016	      0.590	
       9.642	      6.724	      0.000	      0.000	      0.017	      0.620	
       9.108	      6.604	      0.001	      0.001	      0.016	      0.688	
       9.440	      6.657	      0.000	      0.000	      0.018	      0.631	
       9.139	      7.117	      0.001	      0.000	      0.021	      0.606	
       8.847	      7.007	      0.000	      0.000	      0.018	      0.598	
       9.004	      7.422	      0.001	      0.000	      0.018	      0.597	
       9.058	      6.873	      0.001	      0.000	      0.017	      0.606	
       9.526	      6.827	      0.001	      0.000	      0.017	      0.588	
       9.106	      6.954	      0.001	      0.000	      0.021	      0.620	
       9.462	      6.787	      0.000	      0.000	      0.022	      0.766	
       9.013	      7.143	      0.001	      0.000	      0.037	      0.756	
       8.984	      6.889	      0.001	      0.000	      0.016	      0.603	
       8.890	      7.187	      0.001	      0.000	      0.017	      0.589	
       9.027	      6.964	      0.000	      0.000	      0.016	      0.594	
       9.453	      6.852	      0.001	      0.000	      0.017	      0.607	
       9.324	      6.939	      0.001	      0.000	      0.017	      0.614	
      10.234	      6.728	      0.001	      0.000	      0.046	      0.804	
       9.027	      6.834	      0.000	      0.000	      0.017	      0.563	
       8.849	      8.163	      0.001	      0.000	      0.021	      0.609	
       9.517	      9.982	      0.001	      0.000	      0.022	      0.892	
       9.085	      6.593	      0.001	      0.000	      0.019	      0.588	
       9.489	      6.634	      0.001	      0.000	      0.018	      0.686	
       8.904	      7.120	      0.001	      0.000	      0.018	      0.605	
       9.116	      6.853	      0.000	      0.000	      0.016	      0.579	
      10.162	      7.073	      0.000	      0.000	      0.017	      0.618	
       9.336	      6.970	      0.000	      0.000	      0.016	      0.654	
       9.340	      6.407	      0.001	      0.000	      0.016	      0.596	
       8.990	      6.705	      0.002	      0.001	      0.037	      0.750	
       9.148	      6.558	      0.000	      0.000	      0.015	      0.740	
       9.615	      8.560	      0.000	      0.000	      0.018	      0.584	
       9.074	      6.966	      0.001	      0.000	      0.015	      0.573	
      10.100	      6.884	      0.000	      0.000	      0.019	      0.577	
       9.023	      6.855	      0.001	      0.000	      0.020	      0.599	
       9.515	      6.753	      0.000	      0.000	      0.015	      0.560	
       9.017	      7.428	      0.001	      0.000	      0.036	      0.695	
       9.056	      6.807	      0.000	      0.000	      0.015	      0.588	
       8.992	      7.303	      0.000	      0.000	      0.018	      0.576	
       8.944	      6.620	      0.001	      0.000	      0.016	      0.541	
       9.184	      6.827	      0.001	      0.000	      0.016	      0.570	
       8.769	      6.632	      0.001	      0.000	      0.015	      0.661	
       9.024	      6.741	      0.000	      0.000	      0.017	      0.579	
       9.312	      7.058	      0.000	      0.000	      0.017	      0.545	
       8.900	      6.869	      0.001	      0.000	      0.015	      0.545	
       9.556	      6.806	      0.000	      0.000	      0.015	      0.551	
       8.816	      6.688	      0.001	      0.000	      0.018	      0.558	
       9.487	      6.676	      0.001	      0.000	      0.015	      0.547	
       9.004	      7.231	      0.001	      0.000	      0.026	      0.739	
       9.008	      6.994	      0.000	      0.000	      0.016	      0.551	
       9.274	      7.261	      0.001	      0.000	      0.017	      0.579	
       9.223	      7.144	      0.001	      0.000	      0.016	      0.611	
       9.493	      6.892	      0.001	      0.000	      0.016	      0.608	
       9.038	      6.818	      0.000	      0.000	      0.018	      0.552	
       9.393	      6.679	      0.001	      0.000	      0.016	      0.541	
       9.100	      7.141	      0.001	      0.000	      0.021	      0.724	
       8.966	      6.743	      0.001	      0.000	      0.015	      0.537	
       9.166	      7.265	      0.000	      0.000	      0.017	      0.549	
       9.015	      6.818	      0.001	      0.000	      0.015	      0.546	
       9.592	      6.936	      0.001	      0.000	      0.016	      0.541	
       9.088	      6.815	      0.001	      0.000	      0.018	      0.634	
       9.043	      6.603	      0.001	      0.000	      0.015	      0.548	
       9.013	      7.396	      0.000	      0.000	      0.018	      0.581	
       9.033	      6.887	      0.001	      0.000	      0.016	      0.551	
       9.214	      7.217	      0.000	      0.000	      0.018	      0.558	
       8.950	      6.871	      0.001	      0.000	      0.016	      0.557	
       9.684	      7.137	      0.001	      0.000	      0.016	      0.561	
       9.122	      6.851	      0.000	      0.000	      0.018	      0.727	
       9.350	      6.695	      0.001	      0.000	      0.015	      0.545	
       9.095	      7.215	      0.000	      0.000	      0.017	      0.618	
       9.048	      6.758	      0.000	      0.000	      0.015	      0.554	
       9.394	      6.921	      0.001	      0.000	      0.029	      0.605	
       8.955	      6.924	      0.000	      0.000	      0.016	      0.545	
       9.508	      6.883	      0.000	      0.000	      0.018	      0.541	
       9.077	      6.738	      0.001	      0.000	      0.035	      0.738	
       9.397	      6.689	      0.000	      0.000	      0.015	      0.573	
       9.034	      7.147	      0.000	      0.000	      0.018	      0.546	
       9.097	      6.800	      0.000	      0.000	      0.016	      0.551	
       8.914	      6.998	      0.001	      0.000	      0.021	      0.709	
       8.838	      6.768	      0.000	      0.000	      0.015	      0.581	
       9.455	      6.947	      0.000	      0.000	      0.016	      0.553	
       8.888	      7.031	      0.000	      0.000	      0.020	      0.766	
       9.328	      6.898	      0.001	      0.000	      0.016	      0.555	
       8.967	      7.473	      0.001	      0.000	      0.014	      0.542	
       8.910	      6.839	      0.000	      0.000	      0.015	      0.547	
       9.008	      6.840	      0.000	      0.000	      0.014	      0.561	
       9.506	      6.795	      0.001	      0.000	      0.023	      0.623	
       8.922	      6.835	      0.000	      0.000	      0.016	      0.650	
       9.252	      6.644	      0.002	      0.000	      0.024	      0.604	
       9.554	      6.789	      0.000	      0.000	      0.016	      0.564	
       9.211	      7.369	      0.001	      0.000	      0.018	      0.585	
       9.132	      6.786	      0.001	      0.000	      0.016	      0.576	
       9.209	      7.046	      0.001	      0.000	      0.017	      0.552	
       8.987	      6.725	      0.001	      0.000	      0.017	      0.573	
       9.447	      6.849	      0.001	      0.001	      0.031	      0.863	
       9.692	      7.083	      0.002	      0.000	      0.040	      0.781	
       9.028	      6.874	      0.001	      0.000	      0.017	      0.593	
       9.050	      6.703	      0.000	      0.000	      0.014	      0.556	
       8.925	      7.014	      0.000	      0.000	      0.017	      0.573	
       9.672	      7.128	      0.001	      0.000	      0.018	      0.586	
       9.019	      6.824	      0.001	      0.000	      0.015	      0.573	
       9.385	      6.863	      0.001	      0.000	      0.029	      0.637	
       8.946	      6.668	      0.001	      0.000	      0.033	      0.836	
       9.263	      6.976	      0.000	      0.000	      0.016	      0.571	
       8.971	      7.044	      0.001	      0.000	      0.019	      0.586	
       8.977	      6.843	      0.001	      0.000	      0.015	      0.557	
       9.092	      6.750	      0.001	      0.000	      0.015	      0.575	
       9.490	      6.770	      0.000	      0.000	      0.015	      0.575	
       9.738	      6.713	      0.001	      0.000	      0.017	      0.628	
       9.151	      7.093	      0.001	      0.000	      0.020	      0.573	
       9.349	      6.874	      0.000	      0.000	      0.016	      0.552	
 
