Values recorded at: 25-Nov-2012 19:56:28

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       8.755	      7.458	      0.001	      0.000	      0.015	      0.575	
       9.007	      6.810	      0.000	      0.000	      0.016	      0.567	
       9.151	      6.663	      0.001	      0.000	      0.015	      0.566	
       9.385	      6.649	      0.001	      0.000	      0.016	      0.574	
       9.989	      6.826	      0.001	      0.000	      0.016	      0.567	
       9.069	      7.601	      0.002	      0.000	      0.031	      0.715	
       9.153	      6.956	      0.001	      0.000	      0.017	      0.588	
       9.066	      7.309	      0.001	      0.000	      0.018	      0.578	
       8.993	      6.854	      0.000	      0.000	      0.013	      0.570	
       9.252	      6.871	      0.000	      0.000	      0.016	      0.570	
       9.542	      6.789	      0.000	      0.000	      0.015	      0.569	
       9.591	      6.788	      0.001	      0.000	      0.017	      0.611	
       9.001	      6.947	      0.002	      0.001	      0.041	      1.013	
       8.880	      7.013	      0.001	      0.000	      0.017	      0.580	
       8.871	      7.332	      0.000	      0.000	      0.017	      0.573	
       8.785	      7.019	      0.000	      0.000	      0.017	      0.568	
       9.057	      6.835	      0.000	      0.000	      0.016	      0.574	
       9.337	      6.615	      0.001	      0.000	      0.015	      0.594	
       9.604	      6.783	      0.001	      0.000	      0.015	      0.564	
       8.918	      6.682	      0.002	      0.000	      0.037	      0.699	
       9.426	      6.809	      0.001	      0.000	      0.021	      0.586	
       8.865	      6.861	      0.001	      0.000	      0.016	      0.571	
       8.957	      7.138	      0.000	      0.000	      0.018	      0.576	
       9.175	      7.228	      0.001	      0.000	      0.017	      0.576	
       9.067	      6.781	      0.000	      0.000	      0.015	      0.566	
       9.729	      6.847	      0.000	      0.000	      0.015	      0.579	
       9.192	      6.807	      0.001	      0.000	      0.025	      0.913	
       9.393	      6.757	      0.001	      0.000	      0.029	      0.609	
       9.006	      6.777	      0.001	      0.000	      0.015	      0.563	
       8.925	      7.383	      0.001	      0.000	      0.018	      0.579	
       9.037	      7.206	      0.001	      0.000	      0.018	      0.577	
       9.034	      6.681	      0.001	      0.000	      0.016	      0.568	
       9.481	      6.753	      0.001	      0.000	      0.017	      0.552	
       9.051	      6.835	      0.001	      0.000	      0.019	      0.732	
       9.356	      6.763	      0.000	      0.000	      0.016	      0.589	
       9.133	      7.089	      0.001	      0.000	      0.018	      0.588	
       9.073	      7.126	      0.001	      0.000	      0.019	      0.588	
       9.248	      7.151	      0.000	      0.000	      0.017	      0.582	
       8.973	      6.744	      0.001	      0.000	      0.016	      0.569	
       9.489	      6.790	      0.001	      0.000	      0.014	      0.570	
       9.031	      6.796	      0.001	      0.000	      0.020	      0.571	
       9.366	      6.728	      0.000	      0.000	      0.015	      0.578	
       9.131	      6.874	      0.000	      0.000	      0.017	      0.573	
       9.002	      7.257	      0.000	      0.000	      0.018	      0.587	
       8.981	      6.868	      0.001	      0.000	      0.016	      0.569	
       9.424	      6.897	      0.000	      0.000	      0.017	      0.574	
       9.489	      6.797	      0.001	      0.000	      0.016	      0.576	
       9.118	      6.796	      0.001	      0.000	      0.016	      0.571	
       9.028	      6.820	      0.001	      0.000	      0.027	      0.976	
       9.031	      6.794	      0.000	      0.000	      0.013	      0.567	
       8.930	      7.193	      0.001	      0.000	      0.030	      0.675	
       9.069	      6.886	      0.000	      0.000	      0.017	      0.555	
       9.075	      7.007	      0.001	      0.000	      0.017	      0.565	
       9.413	      6.925	      0.000	      0.000	      0.016	      0.573	
       8.771	      6.627	      0.001	      0.000	      0.015	      0.572	
       8.998	      6.774	      0.001	      0.000	      0.018	      0.712	
       9.319	      6.780	      0.001	      0.000	      0.018	      0.609	
       9.300	      7.124	      0.001	      0.000	      0.017	      0.658	
       8.870	      6.984	      0.001	      0.000	      0.031	      0.749	
       8.810	      6.744	      0.001	      0.000	      0.016	      0.652	
       8.864	      6.603	      0.000	      0.000	      0.017	      0.562	
       9.143	      6.579	      0.001	      0.000	      0.017	      0.553	
       9.417	      6.901	      0.001	      0.000	      0.016	      0.577	
       9.050	      6.734	      0.001	      0.000	      0.015	      0.568	
       8.968	      7.009	      0.001	      0.000	      0.018	      0.586	
       9.095	      7.105	      0.000	      0.000	      0.017	      0.596	
       9.098	      6.767	      0.001	      0.000	      0.016	      0.566	
       9.227	      7.295	      0.001	      0.000	      0.017	      0.579	
       9.006	      6.838	      0.001	      0.000	      0.015	      0.569	
       8.910	      6.900	      0.001	      0.000	      0.021	      0.665	
       9.625	      6.920	      0.000	      0.000	      0.015	      0.583	
       8.988	      7.105	      0.001	      0.000	      0.019	      0.590	
       9.032	      7.276	      0.000	      0.000	      0.018	      0.585	
       9.067	      6.821	      0.000	      0.000	      0.015	      0.559	
       8.937	      6.986	      0.000	      0.000	      0.015	      0.564	
       9.439	      6.738	      0.000	      0.000	      0.020	      0.564	
       8.888	      6.871	      0.000	      0.000	      0.016	      0.679	
       9.700	      7.189	      0.001	      0.000	      0.019	      0.592	
       9.297	      6.735	      0.001	      0.000	      0.018	      0.576	
       9.056	      7.108	      0.000	      0.000	      0.017	      0.583	
       9.160	      6.657	      0.000	      0.000	      0.015	      0.565	
       9.102	      7.083	      0.001	      0.000	      0.018	      0.618	
       9.011	      6.821	      0.001	      0.000	      0.016	      0.569	
       8.927	      6.679	      0.000	      0.000	      0.017	      0.527	
       9.338	      6.904	      0.001	      0.000	      0.016	      0.564	
       9.093	      6.764	      0.001	      0.000	      0.023	      0.970	
       9.133	      6.761	      0.000	      0.000	      0.015	      0.570	
       8.952	      7.176	      0.000	      0.000	      0.018	      0.593	
       9.051	      7.172	      0.000	      0.000	      0.017	      0.554	
       9.473	      6.823	      0.000	      0.000	      0.016	      0.673	
       9.185	      6.859	      0.000	      0.000	      0.016	      0.589	
       9.599	      6.995	      0.001	      0.000	      0.021	      0.745	
       9.282	      7.140	      0.001	      0.000	      0.016	      0.551	
       9.007	      6.928	      0.001	      0.000	      0.018	      0.567	
       9.288	      6.845	      0.000	      0.000	      0.015	      0.554	
       8.997	      6.759	      0.000	      0.000	      0.015	      0.547	
       9.267	      6.792	      0.001	      0.000	      0.017	      0.629	
       9.019	      6.719	      0.001	      0.000	      0.016	      0.533	
       9.444	      6.944	      0.001	      0.000	      0.018	      0.602	
       9.338	      6.599	      0.000	      0.000	      0.017	      0.547	
       9.075	      6.844	      0.001	      0.000	      0.018	      0.568	
       8.903	      6.393	      0.000	      0.000	      0.018	      0.537	
       9.003	      6.783	      0.000	      0.000	      0.015	      0.549	
