Values recorded at: 09-Apr-2015 21:26:59

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.268	      9.129	      0.296	      0.001	      0.939	      0.044	      0.025	

       0.000	      9.741	      0.279	      0.001	      0.948	      0.041	      0.023	
       0.000	      9.116	      0.289	      0.001	      0.916	      0.044	      0.025	
       0.000	      8.965	      0.275	      0.001	      0.958	      0.042	      0.024	
       0.000	      8.897	      0.268	      0.001	      0.909	      0.042	      0.024	
       0.000	      9.322	      0.282	      0.001	      0.970	      0.043	      0.025	
       0.000	      9.510	      0.302	      0.000	      0.916	      0.043	      0.032	
       0.000	      9.771	      0.308	      0.000	      1.006	      0.040	      0.024	
       0.000	      9.179	      0.340	      0.001	      0.958	      0.042	      0.024	
       0.000	      9.073	      0.277	      0.001	      0.959	      0.042	      0.024	
       0.000	      9.265	      0.292	      0.001	      0.907	      0.041	      0.024	
       0.000	      9.159	      0.296	      0.001	      0.958	      0.043	      0.025	
       0.000	      9.322	      0.285	      0.001	      0.981	      0.042	      0.024	
       0.000	      9.238	      0.294	      0.001	      0.985	      0.045	      0.025	
       0.000	      9.271	      0.318	      0.000	      0.964	      0.060	      0.029	
       0.000	      9.102	      0.296	      0.001	      0.946	      0.042	      0.024	
       0.000	      9.164	      0.343	      0.001	      0.947	      0.043	      0.026	
       0.000	      9.192	      0.325	      0.000	      0.941	      0.043	      0.024	
       0.000	      9.207	      0.321	      0.001	      0.946	      0.044	      0.025	
       0.000	      9.992	      0.344	      0.001	      0.911	      0.044	      0.025	
       0.000	      9.130	      0.301	      0.001	      0.956	      0.061	      0.024	
       0.000	      9.174	      0.298	      0.001	      0.957	      0.043	      0.024	
       0.000	      9.496	      0.315	      0.001	      0.937	      0.045	      0.026	
       0.000	      9.688	      0.326	      0.001	      0.982	      0.109	      0.053	
       0.000	      9.387	      0.324	      0.001	      0.983	      0.043	      0.024	
       0.000	      9.223	      0.299	      0.001	      0.960	      0.042	      0.024	
       0.000	     10.377	      0.322	      0.001	      0.967	      0.045	      0.025	
       0.000	      9.000	      0.274	      0.001	      0.969	      0.046	      0.026	
       0.000	      9.089	      0.325	      0.001	      0.951	      0.044	      0.025	
       0.000	      8.959	      0.294	      0.000	      0.965	      0.041	      0.024	
       0.000	      9.389	      0.324	      0.001	      0.963	      0.043	      0.025	
       0.000	      9.528	      0.297	      0.001	      0.945	      0.043	      0.024	
       0.000	      9.016	      0.298	      0.001	      0.913	      0.045	      0.025	
       0.379	      9.069	      0.275	      0.001	      0.946	      0.042	      0.023	
       0.359	      9.020	      0.277	      0.001	      0.918	      0.042	      0.024	
       0.393	      9.456	      0.277	      0.000	      0.942	      0.041	      0.025	
       0.364	      9.348	      0.323	      0.001	      0.916	      0.042	      0.024	
       0.363	      9.230	      0.320	      0.001	      1.007	      0.042	      0.025	
       0.367	      9.104	      0.320	      0.001	      1.016	      0.044	      0.025	
       0.349	      8.935	      0.281	      0.000	      0.886	      0.040	      0.024	
       0.326	      9.008	      0.280	      0.001	      0.943	      0.042	      0.024	
       0.373	      8.951	      0.255	      0.000	      0.981	      0.043	      0.025	
       0.371	      9.275	      0.307	      0.001	      0.943	      0.042	      0.025	
       0.344	      9.091	      0.311	      0.001	      0.937	      0.043	      0.025	
       0.376	      8.976	      0.299	      0.001	      0.945	      0.043	      0.024	
       0.373	      9.049	      0.266	      0.000	      0.969	      0.041	      0.024	
       0.383	      9.207	      0.295	      0.000	      0.914	      0.043	      0.025	
       0.356	      8.755	      0.277	      0.000	      0.930	      0.040	      0.023	
       0.358	      9.264	      0.377	      0.000	      0.922	      0.040	      0.024	
       0.332	      8.693	      0.266	      0.001	      0.898	      0.042	      0.024	
       0.365	      9.003	      0.374	      0.001	      0.912	      0.041	      0.025	
       0.345	      8.770	      0.256	      0.001	      0.912	      0.040	      0.022	
       0.334	      8.973	      0.286	      0.000	      0.920	      0.042	      0.024	
       0.351	      8.931	      0.272	      0.001	      0.957	      0.043	      0.025	
       0.355	      8.967	      0.265	      0.001	      0.888	      0.040	      0.024	
       0.369	      9.121	      0.339	      0.001	      0.924	      0.042	      0.024	
       0.359	      9.014	      0.288	      0.001	      0.932	      0.042	      0.024	
       0.355	      8.841	      0.255	      0.000	      0.944	      0.043	      0.025	
       0.342	      8.814	      0.312	      0.001	      0.964	      0.044	      0.025	
       0.335	      8.846	      0.293	      0.001	      0.914	      0.042	      0.025	
       0.334	      8.798	      0.260	      0.001	      0.896	      0.041	      0.024	
       0.377	      9.209	      0.357	      0.000	      0.894	      0.042	      0.031	
       0.343	      8.806	      0.252	      0.001	      1.008	      0.046	      0.027	
       0.319	      8.662	      0.278	      0.001	      0.912	      0.043	      0.024	
