Values recorded at: 09-Aug-2013 11:17:03

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.405	      1.285	      0.544	      0.001	      0.013	      0.017	      0.271	
       0.369	      1.111	      0.650	      0.002	      0.003	      0.017	      0.299	
       0.321	      1.266	      0.557	      0.001	      0.001	      0.041	      0.461	
       0.340	      1.212	      0.558	      0.001	      0.002	      0.013	      0.247	
       0.381	      1.179	      0.595	      0.002	      0.003	      0.018	      0.303	
       0.342	      1.294	      0.530	      0.001	      0.001	      0.014	      0.265	
       0.332	      1.222	      0.570	      0.002	      0.002	      0.016	      0.322	
       0.355	      1.236	      0.612	      0.002	      0.003	      0.018	      0.300	
       0.366	      1.241	      0.529	      0.001	      0.001	      0.014	      0.262	
       0.469	      1.118	      0.542	      0.001	      0.002	      0.014	      0.295	
       0.385	      1.119	      0.688	      0.002	      0.003	      0.018	      0.306	
       0.508	      1.166	      0.597	      0.002	      0.001	      0.015	      0.269	
       0.310	      1.201	      0.500	      0.001	      0.002	      0.013	      0.328	
       0.415	      1.515	      0.522	      0.001	      0.003	      0.018	      0.282	
       0.974	      1.087	      0.837	      0.001	      0.001	      0.010	      0.260	
       0.325	      1.156	      0.521	      0.001	      0.002	      0.014	      0.290	
       0.341	      1.187	      0.541	      0.001	      0.002	      0.018	      0.309	
       0.358	      1.090	      0.777	      0.001	      0.002	      0.013	      0.243	
       0.328	      1.242	      0.552	      0.001	      0.003	      0.016	      0.281	
       0.334	      1.501	      0.511	      0.001	      0.003	      0.020	      0.289	
       0.362	      1.136	      0.821	      0.003	      0.002	      0.014	      0.253	
       0.325	      1.275	      0.550	      0.001	      0.002	      0.017	      0.349	
       0.331	      1.324	      0.522	      0.001	      0.001	      0.018	      0.300	
       0.594	      1.087	      0.574	      0.002	      0.003	      0.014	      0.270	
       0.339	      1.256	      0.568	      0.002	      0.003	      0.027	      0.420	
       0.333	      1.319	      0.602	      0.002	      0.002	      0.018	      0.275	
       0.355	      1.267	      0.620	      0.003	      0.003	      0.016	      0.298	
       0.337	      1.139	      0.521	      0.001	      0.002	      0.018	      0.283	
       0.377	      1.222	      0.566	      0.001	      0.003	      0.036	      0.380	
       0.338	      1.088	      0.792	      0.003	      0.003	      0.018	      0.308	
       0.337	      1.169	      0.532	      0.001	      0.002	      0.014	      0.253	
       0.347	      1.132	      0.552	      0.001	      0.002	      0.013	      0.258	
       0.328	      1.134	      0.548	      0.001	      0.001	      0.011	      0.259	
       0.317	      1.138	      0.511	      0.001	      0.001	      0.015	      0.263	
       0.388	      1.089	      0.705	      0.002	      0.002	      0.015	      0.271	
       0.383	      1.132	      0.582	      0.002	      0.003	      0.018	      0.310	
       0.429	      1.205	      0.600	      0.002	      0.002	      0.013	      0.249	
       0.322	      1.202	      0.515	      0.001	      0.002	      0.013	      0.249	
       0.323	      1.131	      0.516	      0.001	      0.002	      0.012	      0.266	
       0.314	      1.096	      0.617	      0.001	      0.001	      0.013	      0.247	
       0.321	      1.157	      0.552	      0.001	      0.003	      0.014	      0.288	
       0.343	      1.381	      0.517	      0.001	      0.003	      0.019	      0.284	
       0.414	      1.072	      0.816	      0.003	      0.002	      0.015	      0.271	
       0.349	      1.157	      0.548	      0.001	      0.005	      0.016	      0.300	
       0.519	      1.197	      0.536	      0.001	      0.001	      0.012	      0.236	
       0.352	      1.093	      0.572	      0.002	      0.002	      0.015	      0.269	
       0.499	      1.155	      0.556	      0.001	      0.002	      0.018	      0.310	
       0.340	      1.317	      0.580	      0.001	      0.006	      0.018	      0.440	
       0.337	      1.217	      0.907	      0.002	      0.003	      0.015	      0.269	
       0.321	      1.293	      0.518	      0.001	      0.002	      0.015	      0.390	
       0.357	      1.256	      0.606	      0.002	      0.001	      0.018	      0.276	
       0.314	      1.338	      0.500	      0.001	      0.002	      0.016	      0.274	
       0.362	      1.284	      0.544	      0.001	      0.003	      0.019	      0.309	
       0.400	      1.290	      0.673	      0.003	      0.003	      0.018	      0.284	
       0.361	      1.176	      0.580	      0.002	      0.003	      0.017	      0.294	
       0.322	      1.266	      0.524	      0.001	      0.002	      0.018	      0.547	
       0.347	      1.198	      0.567	      0.001	      0.002	      0.013	      0.250	
       0.322	      1.139	      0.525	      0.001	      0.001	      0.012	      0.273	
       0.304	      1.388	      0.539	      0.001	      0.003	      0.020	      0.283	
       0.348	      1.117	      0.613	      0.002	      0.001	      0.014	      0.282	
       0.300	      1.108	      0.608	      0.002	      0.001	      0.017	      0.311	
       0.405	      1.427	      0.777	      0.002	      0.002	      0.017	      0.393	
       0.409	      1.581	      0.871	      0.002	      0.003	      0.019	      0.369	
       0.895	      1.137	      1.429	      0.003	      0.001	      0.012	      0.246	
       0.629	      1.072	      0.611	      0.002	      0.003	      0.016	      0.286	
       0.770	      1.838	      1.375	      0.003	      0.004	      0.017	      0.357	
       0.304	      1.124	      0.502	      0.001	      0.002	      0.015	      0.292	
       0.904	      1.132	      0.651	      0.002	      0.001	      0.013	      0.283	
       0.338	      1.157	      0.562	      0.001	      0.002	      0.015	      0.293	
       0.320	      1.139	      0.513	      0.001	      0.003	      0.016	      0.272	
       0.995	      1.077	      0.899	      0.002	      0.004	      0.018	      0.314	
       0.782	      1.251	      0.772	      0.002	      0.003	      0.015	      0.386	
       0.771	      1.063	      1.408	      0.003	      0.002	      0.013	      0.254	
       0.862	      1.229	      1.449	      0.005	      0.003	      0.029	      0.430	
       0.825	      1.681	      1.710	      0.004	      0.006	      0.049	      0.325	
       0.318	      1.072	      0.513	      0.001	      0.001	      0.014	      0.265	
       0.294	      1.211	      0.880	      0.001	      0.002	      0.017	      0.281	
       0.271	      1.248	      0.661	      0.001	      0.001	      0.012	      0.243	
       0.356	      1.325	      0.529	      0.001	      0.005	      0.017	      0.269	
       0.691	      2.332	      1.244	      0.003	      0.004	      0.024	      0.486	
       0.597	      2.183	      1.192	      0.003	      0.008	      0.029	      0.537	
       0.545	      1.312	      0.947	      0.002	      0.005	      0.016	      0.285	
       0.328	      1.090	      0.551	      0.001	      0.003	      0.017	      0.273	
       0.770	      1.072	      1.432	      0.003	      0.003	      0.018	      0.303	
       0.838	      1.188	      1.433	      0.003	      0.002	      0.017	      0.315	
       1.146	      1.252	      0.739	      0.003	      0.001	      0.015	      0.301	
       0.349	      1.073	      0.570	      0.001	      0.002	      0.014	      0.259	
       2.092	      1.099	      0.925	      0.001	      0.002	      0.012	      0.336	
       0.341	      1.153	      0.550	      0.001	      0.002	      0.013	      0.260	
       0.377	      1.106	      0.544	      0.001	      0.003	      0.018	      0.282	
       0.343	      1.184	      0.528	      0.001	      0.001	      0.018	      0.327	
       0.833	      2.321	      1.444	      0.003	      0.005	      0.033	      0.579	
