Values recorded at: 02-Jan-2014 15:36:43

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.010	      2.694	      0.319	      0.001	      0.207	      0.006	      0.392	

       0.009	      2.658	      0.319	      0.000	      0.199	      0.005	      0.387	
       0.009	      2.666	      0.316	      0.000	      0.201	      0.005	      0.376	
       0.010	      2.684	      0.360	      0.001	      0.263	      0.007	      0.427	
       0.011	      2.718	      0.328	      0.001	      0.232	      0.005	      0.406	
       0.011	      2.745	      0.303	      0.000	      0.283	      0.006	      0.370	
       0.010	      2.735	      0.299	      0.000	      0.229	      0.005	      0.369	
       0.010	      2.767	      0.313	      0.000	      0.227	      0.006	      0.375	
       0.009	      2.658	      0.301	      0.000	      0.186	      0.005	      0.381	
       0.010	      2.712	      0.319	      0.000	      0.198	      0.006	      0.381	
       0.010	      2.812	      0.325	      0.001	      0.242	      0.006	      0.387	
       0.009	      2.687	      0.300	      0.000	      0.189	      0.005	      0.357	
       0.010	      2.819	      0.308	      0.000	      0.200	      0.005	      0.373	
       0.010	      2.747	      0.310	      0.000	      0.195	      0.005	      0.390	
       0.010	      2.692	      0.396	      0.000	      0.230	      0.006	      0.402	
       0.010	      2.650	      0.299	      0.000	      0.227	      0.006	      0.379	
       0.009	      2.700	      0.298	      0.009	      0.288	      0.006	      0.360	
       0.010	      2.635	      0.311	      0.000	      0.227	      0.006	      0.369	
       0.010	      2.642	      0.333	      0.000	      0.183	      0.006	      0.385	
       0.010	      2.692	      0.315	      0.000	      0.184	      0.006	      0.410	
       0.009	      2.703	      0.301	      0.000	      0.187	      0.005	      0.396	
       0.011	      2.666	      0.350	      0.001	      0.202	      0.006	      0.396	
       0.010	      2.702	      0.342	      0.001	      0.187	      0.005	      0.374	
       0.010	      2.674	      0.298	      0.001	      0.201	      0.005	      0.397	
       0.013	      2.652	      0.307	      0.000	      0.291	      0.005	      0.378	
       0.011	      2.665	      0.311	      0.001	      0.241	      0.005	      0.364	
       0.011	      2.787	      0.373	      0.000	      0.240	      0.006	      0.387	
       0.010	      2.784	      0.299	      0.000	      0.232	      0.006	      0.370	
       0.010	      2.768	      0.307	      0.000	      0.189	      0.005	      0.369	
       0.010	      2.760	      0.311	      0.001	      0.180	      0.005	      0.364	
       0.009	      2.689	      0.315	      0.001	      0.182	      0.006	      0.385	
       0.009	      2.644	      0.331	      0.000	      0.180	      0.006	      0.402	
       0.010	      2.700	      0.314	      0.000	      0.194	      0.006	      0.369	
       0.009	      2.657	      0.298	      0.000	      0.184	      0.006	      0.355	
       0.010	      2.600	      0.309	      0.001	      0.175	      0.005	      0.360	
       0.010	      2.717	      0.308	      0.000	      0.181	      0.005	      0.373	
       0.010	      2.662	      0.332	      0.001	      0.207	      0.006	      0.364	
       0.011	      2.624	      0.298	      0.000	      0.201	      0.005	      0.364	
