Values recorded at: 05-May-2015 19:34:12

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.000	      3.018	      0.364	      0.001	      1.005	      0.003	      0.242	

       0.000	      2.879	      0.337	      0.001	      0.972	      0.004	      0.314	
       0.000	      3.094	      0.327	      0.001	      0.955	      0.002	      0.229	
       0.000	      2.930	      0.349	      0.001	      1.011	      0.002	      0.234	
       0.000	      2.972	      0.337	      0.000	      0.955	      0.002	      0.231	
       0.000	      3.081	      0.348	      0.001	      0.970	      0.003	      0.240	
       0.000	      3.003	      0.367	      0.001	      1.012	      0.002	      0.221	
       0.000	      3.115	      0.365	      0.001	      1.001	      0.002	      0.222	
       0.000	      2.964	      0.372	      0.001	      0.994	      0.003	      0.250	
       0.000	      2.912	      0.342	      0.001	      0.964	      0.004	      0.258	
       0.000	      3.027	      0.361	      0.001	      0.944	      0.002	      0.234	
       0.000	      3.116	      0.595	      0.001	      1.007	      0.003	      0.247	
       0.000	      2.938	      0.338	      0.000	      1.144	      0.003	      0.233	
       0.000	      3.040	      0.329	      0.001	      0.993	      0.002	      0.220	
       0.000	      2.892	      0.366	      0.001	      1.013	      0.002	      0.242	
       0.000	      3.069	      0.381	      0.001	      0.991	      0.002	      0.245	
       0.000	      2.995	      0.365	      0.001	      0.942	      0.003	      0.241	
       0.000	      2.859	      0.333	      0.000	      0.956	      0.003	      0.271	
       0.000	      3.021	      0.344	      0.001	      0.948	      0.003	      0.252	
       0.000	      2.996	      0.361	      0.001	      0.960	      0.003	      0.231	
       0.000	      2.955	      0.380	      0.000	      0.971	      0.002	      0.236	
       0.000	      3.084	      0.405	      0.001	      1.043	      0.003	      0.252	
       0.000	      3.088	      0.363	      0.001	      1.039	      0.003	      0.236	
       0.000	      2.935	      0.376	      0.001	      1.020	      0.002	      0.235	
       0.000	      2.947	      0.336	      0.000	      1.003	      0.002	      0.219	
       0.000	      3.016	      0.334	      0.001	      1.012	      0.002	      0.247	
       0.000	      2.887	      0.335	      0.001	      0.987	      0.002	      0.275	
       0.000	      3.133	      0.327	      0.000	      1.033	      0.002	      0.229	
       0.000	      2.897	      0.337	      0.001	      1.025	      0.002	      0.234	
       0.000	      2.974	      0.348	      0.000	      0.936	      0.002	      0.243	
       0.000	      3.274	      0.366	      0.000	      1.013	      0.002	      0.241	
       0.000	      2.891	      0.373	      0.000	      0.991	      0.002	      0.236	
       0.000	      3.093	      0.410	      0.001	      1.247	      0.003	      0.242	
       0.000	      2.940	      0.363	      0.001	      1.025	      0.002	      0.226	
       0.000	      3.110	      0.381	      0.001	      0.955	      0.002	      0.236	
       0.000	      3.020	      0.359	      0.001	      0.978	      0.002	      0.214	
       0.000	      2.963	      0.376	      0.001	      0.952	      0.002	      0.241	
       0.000	      2.975	      0.352	      0.000	      1.741	      0.002	      0.234	
       0.000	      2.972	      0.345	      0.000	      1.012	      0.002	      0.243	
       0.000	      3.087	      0.372	      0.000	      0.968	      0.002	      0.238	
       0.000	      2.941	      0.369	      0.001	      0.939	      0.002	      0.238	
       0.000	      3.017	      0.340	      0.001	      0.945	      0.003	      0.283	
       0.000	      2.981	      0.341	      0.001	      1.002	      0.003	      0.235	
       0.000	      3.509	      0.490	      0.001	      1.026	      0.002	      0.243	
       0.000	      2.929	      0.341	      0.001	      0.999	      0.003	      0.238	
       0.000	      2.991	      0.341	      0.001	      0.961	      0.004	      0.295	
       0.000	      2.937	      0.397	      0.001	      0.980	      0.002	      0.230	
       0.000	      3.150	      0.351	      0.001	      0.997	      0.002	      0.254	
       0.000	      2.949	      0.343	      0.001	      0.983	      0.002	      0.237	
       0.000	      2.929	      0.340	      0.001	      0.966	      0.002	      0.226	
       0.000	      3.225	      0.387	      0.001	      0.938	      0.002	      0.242	
       0.000	      2.906	      0.373	      0.000	      0.983	      0.002	      0.233	
       0.000	      2.953	      0.341	      0.000	      1.188	      0.003	      0.247	
       0.000	      3.027	      0.330	      0.001	      0.989	      0.002	      0.211	
       0.000	      2.920	      1.130	      0.001	      0.943	      0.002	      0.237	
       0.000	      2.884	      0.350	      0.000	      0.951	      0.002	      0.231	
       0.000	      2.880	      0.331	      0.001	      1.082	      0.002	      0.227	
       0.000	      3.022	      0.335	      0.000	      1.753	      0.002	      0.233	
       0.000	      3.112	      0.462	      0.001	      1.007	      0.003	      0.264	
       0.000	      2.975	      0.344	      0.001	      0.977	      0.002	      0.231	
       0.000	      3.107	      0.366	      0.001	      0.948	      0.002	      0.216	
       0.000	      2.972	      0.376	      0.001	      0.986	      0.003	      0.238	
       0.000	      3.152	      0.331	      0.000	      1.033	      0.002	      0.231	
       0.000	      2.909	      0.343	      0.000	      1.027	      0.002	      0.231	
       0.000	      2.988	      0.347	      0.001	      1.010	      0.002	      0.230	
       0.000	      3.087	      0.355	      0.000	      1.017	      0.003	      0.242	
       0.000	      2.926	      0.344	      0.000	      0.966	      0.002	      0.238	
       0.000	      2.967	      0.346	      0.001	      0.950	      0.002	      0.227	
       0.000	      3.058	      0.354	      0.001	      0.991	      0.003	      0.241	
       0.000	      2.913	      0.336	      0.000	      1.002	      0.002	      0.227	
       0.000	      3.030	      0.335	      0.001	      0.983	      0.002	      0.231	
       0.000	      3.164	      0.346	      0.001	      0.963	      0.002	      0.214	
       0.000	      2.914	      0.346	      0.000	      0.993	      0.002	      0.239	
       0.000	      3.055	      0.341	      0.001	      0.994	      0.002	      0.299	
       0.000	      3.101	      0.351	      0.001	      1.058	      0.002	      0.237	
       0.000	      2.925	      0.337	      0.001	      0.997	      0.002	      0.234	
       0.000	      2.941	      0.336	      0.001	      0.973	      0.002	      0.240	
       0.000	      3.175	      0.355	      0.000	      0.988	      0.003	      0.241	
       0.000	      2.932	      0.394	      0.001	      0.957	      0.002	      0.225	
       0.000	      3.049	      0.374	      0.001	      0.952	      0.003	      0.247	
       0.000	      3.012	      0.356	      0.001	      0.959	      0.002	      0.276	
       0.000	      3.027	      0.366	      0.001	      1.026	      0.003	      0.262	
       0.000	      3.042	      0.353	      0.001	      1.016	      0.002	      0.243	
       0.000	      3.087	      0.350	      0.001	      0.996	      0.003	      0.246	
       0.000	      3.030	      0.377	      0.001	      1.019	      0.003	      0.244	
       0.000	      3.022	      0.337	      0.000	      1.017	      0.003	      0.259	
       0.000	      3.067	      0.386	      0.001	      0.971	      0.003	      0.247	
       0.000	      2.915	      0.342	      0.001	      0.955	      0.002	      0.232	
       0.000	      2.926	      0.340	      0.000	      0.983	      0.002	      0.232	
       0.000	      3.075	      0.325	      0.001	      0.980	      0.002	      0.213	
       0.000	      2.893	      0.343	      0.001	      0.988	      0.002	      0.246	
       0.000	      2.927	      0.336	      0.001	      1.011	      0.002	      0.227	
       0.000	      3.173	      0.359	      0.001	      0.982	      0.002	      0.242	
       0.000	      2.911	      0.394	      0.001	      0.999	      0.002	      0.238	
       0.000	      2.966	      0.341	      0.001	      0.963	      0.003	      0.250	
       0.000	      3.120	      0.367	      0.001	      0.950	      0.003	      0.249	
       0.000	      2.921	      0.380	      0.001	      1.008	      0.002	      0.225	
       0.000	      3.032	      0.369	      0.001	      1.000	      0.003	      0.249	
       0.000	      3.012	      0.361	      0.001	      0.969	      0.002	      0.242	
       0.000	      3.024	      0.338	      0.000	      0.958	      0.003	      0.238	
       0.000	      3.004	      0.390	      0.001	      1.025	      0.002	      0.237	
       0.000	      3.094	      0.342	      0.001	      1.063	      0.003	      0.248	
       0.000	      3.099	      0.329	      0.001	      0.996	      0.003	      0.244	
       0.000	      2.888	      0.368	      0.001	      0.995	      0.002	      0.227	
       0.000	      2.923	      0.343	      0.001	      0.985	      0.002	      0.233	
       0.000	      2.993	      0.333	      0.000	      1.017	      0.004	      0.269	
       0.000	      2.938	      0.381	      0.001	      1.059	      0.002	      0.240	
       0.000	      3.179	      0.345	      0.001	      1.043	      0.002	      0.257	
       0.000	      2.899	      0.363	      0.001	      1.014	      0.002	      0.236	
       0.000	      3.014	      0.344	      0.001	      1.014	      0.002	      0.242	
       0.000	      3.021	      0.333	      0.001	      1.006	      0.002	      0.235	
       0.000	      3.150	      0.353	      0.001	      1.022	      0.002	      0.239	
       0.000	      3.035	      0.397	      0.000	      1.105	      0.002	      0.246	
       0.000	      3.114	      0.348	      0.001	      0.937	      0.003	      0.268	
       0.000	      3.103	      0.339	      0.000	      0.958	      0.002	      0.225	
       0.000	      2.988	      0.444	      0.001	      0.946	      0.003	      0.243	
       0.000	      3.054	      0.345	      0.000	      1.010	      0.002	      0.243	
       0.000	      3.109	      0.342	      0.001	      1.010	      0.002	      0.232	
       0.000	      3.009	      0.393	      0.001	      1.100	      0.003	      0.249	
       0.000	      2.997	      0.349	      0.001	      1.021	      0.003	      0.245	
       0.000	      3.164	      0.360	      0.001	      1.042	      0.002	      0.228	
       0.000	      2.886	      0.370	      0.000	      1.077	      0.002	      0.233	
       0.000	      3.227	      0.358	      0.001	      1.402	      0.003	      0.267	
       0.000	      3.068	      0.366	      0.001	      1.009	      0.002	      0.234	
       0.000	      3.001	      0.346	      0.001	      0.989	      0.002	      0.226	
       0.000	      3.040	      0.341	      0.001	      1.023	      0.003	      0.247	
       0.000	      2.986	      0.349	      0.001	      1.028	      0.002	      0.244	
       0.000	      2.961	      0.341	      0.001	      1.020	      0.002	      0.227	
       0.000	      3.037	      0.371	      0.001	      1.051	      0.002	      0.237	
       0.000	      2.930	      0.370	      0.000	      0.975	      0.002	      0.234	
       0.000	      3.055	      0.344	      0.000	      0.935	      0.002	      0.251	
       0.000	      2.975	      0.337	      0.001	      0.966	      0.002	      0.214	
       0.000	      3.047	      0.345	      0.001	      1.013	      0.002	      0.248	
       0.000	      2.942	      0.363	      0.001	      1.014	      0.002	      0.229	
       0.000	      2.964	      0.351	      0.000	      1.045	      0.002	      0.255	
       0.000	      3.013	      0.339	      0.000	      1.029	      0.003	      0.247	
       0.000	      2.959	      0.390	      0.001	      1.003	      0.002	      0.232	
       0.000	      3.118	      0.364	      0.001	      1.037	      0.003	      0.235	
       0.000	      2.910	      0.369	      0.000	      0.951	      0.002	      0.249	
