Values recorded at: 19-Nov-2012 20:36:08

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.399	      7.013	      0.000	      0.001	      0.013	      0.491	
       0.425	      7.128	      0.000	      0.001	      0.013	      0.494	
       0.419	      7.298	      0.000	      0.000	      0.012	      0.592	
       0.418	      7.101	      0.000	      0.001	      0.012	      0.497	
       0.419	      6.971	      0.000	      0.001	      0.011	      0.474	
       0.421	      7.181	      0.000	      0.000	      0.011	      0.487	
       0.407	      6.907	      0.000	      0.001	      0.012	      0.490	
       0.434	      7.238	      0.000	      0.001	      0.012	      0.548	
       0.397	      6.989	      0.000	      0.001	      0.012	      0.488	
       0.439	      6.940	      0.000	      0.001	      0.012	      0.500	
       0.416	      7.141	      0.000	      0.000	      0.012	      0.488	
       0.402	      6.654	      0.000	      0.001	      0.012	      0.492	
       0.447	      7.135	      0.000	      0.001	      0.012	      0.495	
       0.513	      6.850	      0.000	      0.001	      0.015	      0.503	
       0.419	      7.114	      0.000	      0.001	      0.012	      0.487	
       0.425	      7.057	      0.000	      0.001	      0.015	      0.492	
       0.443	      7.256	      0.000	      0.001	      0.013	      0.486	
       0.434	      7.175	      0.000	      0.001	      0.013	      0.558	
       0.423	      6.991	      0.000	      0.001	      0.012	      0.493	
       0.413	      7.005	      0.000	      0.001	      0.013	      0.484	
       0.454	      6.766	      0.000	      0.001	      0.014	      0.520	
       0.416	      6.882	      0.000	      0.001	      0.014	      0.506	
       0.117	      7.163	      0.000	      0.000	      0.017	      0.505	
       0.114	      7.184	      0.000	      0.001	      0.015	      0.561	
       0.114	      7.143	      0.000	      0.001	      0.014	      0.473	
       0.124	      7.099	      0.000	      0.001	      0.014	      0.481	
       0.118	      7.211	      0.000	      0.001	      0.014	      0.480	
       0.117	      7.171	      0.000	      0.001	      0.014	      0.485	
       0.128	      7.140	      0.000	      0.001	      0.015	      0.490	
       0.122	      6.994	      0.000	      0.000	      0.015	      0.490	
       0.126	      7.139	      0.000	      0.000	      0.015	      0.496	
       0.126	      6.777	      0.000	      0.001	      0.014	      0.491	
       0.128	      7.202	      0.000	      0.001	      0.015	      0.475	
       0.173	      7.102	      0.000	      0.000	      0.015	      0.467	
       0.126	      7.099	      0.000	      0.001	      0.015	      0.489	
       0.125	      7.270	      0.000	      0.001	      0.014	      0.457	
       0.123	      7.255	      0.000	      0.001	      0.014	      0.462	
       0.122	      7.105	      0.000	      0.001	      0.014	      0.460	
       0.128	      7.208	      0.000	      0.000	      0.015	      0.469	
       0.116	      7.310	      0.000	      0.001	      0.014	      0.464	
       0.124	      6.948	      0.000	      0.001	      0.015	      0.502	
       0.125	      7.045	      0.000	      0.001	      0.016	      0.467	
       0.123	      7.280	      0.000	      0.001	      0.015	      0.725	
       0.125	      7.128	      0.000	      0.001	      0.015	      0.499	
       0.367	      6.485	      0.000	      0.001	      0.011	      0.581	
       0.420	      6.943	      0.000	      0.000	      0.012	      0.499	
       0.434	      7.027	      0.000	      0.001	      0.013	      0.487	
       0.420	      7.031	      0.000	      0.001	      0.012	      0.493	
       0.415	      7.049	      0.000	      0.000	      0.011	      0.486	
       0.414	      7.056	      0.000	      0.000	      0.011	      0.494	
       0.427	      7.111	      0.000	      0.000	      0.012	      0.486	
       0.413	      7.108	      0.000	      0.000	      0.012	      0.481	
       0.416	      7.120	      0.000	      0.001	      0.011	      0.486	
       0.433	      7.108	      0.000	      0.000	      0.012	      0.489	
       0.441	      6.965	      0.000	      0.000	      0.012	      0.479	
       0.463	      7.112	      0.000	      0.001	      0.012	      0.484	
       0.422	      7.207	      0.000	      0.001	      0.012	      0.482	
       0.399	      7.049	      0.000	      0.001	      0.013	      0.483	
       0.410	      6.988	      0.000	      0.001	      0.012	      0.485	
       0.429	      7.017	      0.000	      0.001	      0.012	      0.502	
       0.420	      7.035	      0.000	      0.001	      0.013	      0.490	
       0.421	      6.698	      0.000	      0.001	      0.012	      0.492	
       0.416	      6.693	      0.000	      0.001	      0.012	      0.490	
       0.429	      7.181	      0.000	      0.001	      0.012	      0.490	
       0.410	      6.944	      0.000	      0.001	      0.012	      0.482	
       0.383	      6.801	      0.000	      0.001	      0.016	      0.493	
       0.420	      7.109	      0.000	      0.001	      0.012	      0.620	
       0.405	      6.984	      0.000	      0.001	      0.012	      0.482	
       0.424	      7.119	      0.000	      0.000	      0.012	      0.492	
       0.423	      6.961	      0.000	      0.001	      0.012	      0.488	
       0.414	      7.002	      0.000	      0.000	      0.011	      0.481	
       0.411	      7.010	      0.000	      0.001	      0.013	      0.504	
       0.419	      6.861	      0.000	      0.001	      0.012	      0.502	
       0.382	      6.671	      0.000	      0.000	      0.012	      0.494	
       0.424	      7.013	      0.000	      0.001	      0.011	      0.493	
       0.393	      7.072	      0.000	      0.001	      0.012	      0.488	
       0.402	      7.227	      0.000	      0.001	      0.012	      0.487	
       0.405	      7.281	      0.000	      0.001	      0.012	      0.497	
       0.408	      6.989	      0.000	      0.001	      0.012	      0.499	
       0.425	      7.012	      0.000	      0.001	      0.012	      0.480	
       0.417	      7.137	      0.000	      0.001	      0.012	      0.519	
       0.422	      7.124	      0.000	      0.000	      0.012	      0.488	
       0.408	      7.074	      0.000	      0.001	      0.012	      0.481	
       0.404	      7.182	      0.000	      0.001	      0.016	      0.509	
       0.561	      7.244	      0.000	      0.001	      0.013	      0.506	
       0.423	      7.043	      0.000	      0.001	      0.014	      0.490	
       0.419	      6.843	      0.000	      0.000	      0.012	      0.600	
       0.425	      7.132	      0.000	      0.000	      0.012	      0.483	
       0.382	      6.608	      0.000	      0.000	      0.012	      0.483	
       0.433	      7.029	      0.000	      0.000	      0.012	      0.481	
       0.428	      6.916	      0.000	      0.001	      0.013	      0.490	
       0.425	      7.063	      0.000	      0.001	      0.012	      0.493	
       0.409	      6.903	      0.000	      0.001	      0.013	      0.499	
       0.433	      7.050	      0.000	      0.001	      0.013	      0.504	
       0.417	      6.958	      0.000	      0.000	      0.012	      0.509	
       0.426	      7.062	      0.000	      0.000	      0.012	      0.493	
       0.466	      6.785	      0.000	      0.001	      0.013	      0.525	
       0.425	      7.249	      0.000	      0.001	      0.013	      0.544	
       0.419	      6.897	      0.000	      0.001	      0.014	      0.527	
       0.435	      6.990	      0.000	      0.001	      0.014	      0.579	
       0.440	      7.128	      0.877	      0.001	      0.018	      0.676	
       0.404	      6.896	      0.481	      0.001	      0.014	      0.520	
       0.411	      7.158	      0.479	      0.001	      0.014	      0.459	
       0.443	      6.936	      0.442	      0.001	      0.015	      0.490	
       0.417	      7.038	      0.477	      0.001	      0.014	      0.470	
       0.408	      7.067	      0.477	      0.001	      0.015	      0.467	
       0.425	      6.923	      0.480	      0.001	      0.015	      0.467	
       0.386	      6.899	      0.402	      0.001	      0.020	      0.480	
       0.443	      7.046	      0.466	      0.001	      0.021	      0.516	
       0.378	      6.771	      0.443	      0.001	      0.016	      0.468	
       0.418	      6.963	      0.380	      0.001	      0.015	      0.460	
       0.417	      6.700	      0.442	      0.000	      0.013	      0.477	
       0.124	      7.255	      0.438	      0.001	      0.017	      0.464	
       0.122	      7.164	      0.473	      0.000	      0.016	      0.470	
       0.118	      7.086	      0.473	      0.001	      0.015	      0.466	
       0.130	      6.949	      0.431	      0.001	      0.018	      0.465	
       0.171	      7.451	      0.425	      0.001	      0.023	      0.489	
       0.125	      6.622	      0.383	      0.001	      0.024	      0.461	
       0.130	      6.466	      0.381	      0.001	      0.021	      0.490	
       0.133	      6.887	      0.457	      0.001	      0.023	      0.505	
       0.127	      7.102	      0.477	      0.001	      0.017	      0.476	
       0.117	      7.179	      0.446	      0.001	      0.022	      0.564	
       0.124	      7.321	      0.473	      0.001	      0.017	      0.487	
       0.128	      7.362	      0.438	      0.001	      0.018	      0.487	
       0.127	      7.239	      0.479	      0.001	      0.016	      0.489	
       0.127	      7.167	      0.446	      0.001	      0.016	      0.480	
       0.124	      7.396	      0.379	      0.001	      0.018	      0.463	
       0.155	      7.209	      0.384	      0.002	      0.021	      0.475	
       0.129	      6.579	      0.685	      0.002	      0.024	      0.461	
       0.128	      6.591	      0.668	      0.002	      0.025	      0.482	
       0.139	      6.911	      0.655	      0.001	      0.022	      0.479	
       0.147	      7.063	      0.753	      0.001	      0.021	      0.492	
       0.128	      6.812	      0.733	      0.001	      0.015	      0.420	
       0.128	      6.771	      0.736	      0.000	      0.016	      0.419	
       0.132	      7.135	      0.804	      0.001	      0.015	      0.431	
       0.131	      7.163	      0.812	      0.001	      0.015	      0.432	
       0.135	      7.150	      0.818	      0.001	      0.015	      0.418	
       0.122	      6.934	      0.641	      0.001	      0.015	      0.410	
       0.132	      7.111	      0.818	      0.000	      0.018	      0.427	
       0.123	      7.096	      0.815	      0.001	      0.017	      0.593	
       0.117	      7.077	      0.765	      0.001	      0.019	      0.467	
       0.117	      7.170	      0.776	      0.001	      0.016	      0.440	
       0.142	      8.149	      0.274	      5.059	      0.017	      0.373	
       0.135	      7.236	      0.281	      4.977	      0.020	      0.426	
       0.121	      7.409	      0.270	      4.872	      0.017	      0.422	
       0.119	      7.478	      0.269	      4.913	      0.017	      0.414	
       0.129	      7.288	      0.269	      4.991	      0.027	      0.497	
       0.126	      7.825	      0.375	      4.902	      0.018	      0.432	
       0.121	      7.229	      0.273	      4.816	      0.018	      0.427	
       0.124	      7.579	      0.021	      4.778	      0.016	      0.417	
       0.120	      7.282	      0.002	      4.776	      0.026	      0.463	
       0.126	      7.330	      0.003	      4.859	      0.027	      0.466	
       0.136	      7.437	      0.002	      5.062	      0.027	      0.490	
       0.131	      7.499	      0.270	      4.942	      0.019	      0.436	
       0.132	      6.964	      0.270	      4.615	      0.018	      0.439	
       0.129	      7.634	      0.335	      4.709	      0.023	      0.451	
       0.121	      7.092	      0.271	      4.538	      0.019	      0.531	
       0.201	      7.482	      0.273	      4.575	      0.023	      0.435	
       0.126	      6.963	      0.375	      4.683	      0.027	      0.466	
       0.137	      7.088	      0.273	      3.621	      0.027	      0.461	
       0.131	      7.488	      0.319	      3.130	      0.023	      0.507	
       0.129	      7.179	      0.277	      3.041	      0.025	      0.450	
       0.127	      7.544	      0.274	      3.084	      0.019	      0.423	
       0.122	      7.605	      0.319	      3.078	      0.019	      0.421	
       0.121	      7.607	      0.002	      3.195	      0.019	      0.414	
       0.122	      7.399	      0.002	      3.037	      0.022	      0.428	
       0.121	      7.811	      0.002	      3.167	      0.019	      0.406	
       0.121	      7.583	      0.002	      3.149	      0.019	      0.434	
       0.121	      7.830	      0.003	      3.012	      0.027	      0.452	
       0.130	      7.250	      0.002	      3.049	      0.025	      0.468	
       0.127	      7.354	      0.002	      3.230	      0.022	      0.439	
       0.124	      7.208	      0.349	      3.175	      0.021	      0.441	
       0.126	      7.659	      0.349	      3.090	      0.020	      0.432	
       0.121	      7.155	      0.338	      2.814	      0.019	      0.430	
       0.123	      7.306	      0.346	      2.816	      0.019	      0.427	
       0.124	      7.357	      0.276	      2.940	      0.024	      0.464	
       0.125	      7.269	      0.347	      2.606	      0.018	      0.497	
       0.122	      7.581	      0.346	      2.704	      0.018	      0.426	
       0.123	      7.561	      0.349	      2.480	      0.018	      0.367	
       0.122	      7.288	      0.002	      2.309	      0.018	      0.433	
       0.125	      7.359	      0.002	      2.235	      0.020	      0.436	
 
