Values recorded at: 05-Dec-2012 21:16:04

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       9.712	      0.785	      0.162	      0.000	      0.004	      0.267	
      11.118	      0.745	      0.160	      0.000	      0.003	      0.266	
      10.473	      0.754	      0.167	      0.000	      0.004	      0.316	
      11.382	      0.745	      0.162	      0.000	      0.004	      0.274	
      10.118	      0.866	      0.242	      0.000	      0.004	      0.287	
       9.541	      0.862	      0.223	      0.937	      0.003	      0.287	
       9.611	      0.759	      0.127	      1.905	      0.003	      0.301	
      10.477	      1.016	      0.214	      2.421	      0.005	      0.425	
       9.839	      0.842	      0.105	      3.825	      0.005	      0.301	
       9.814	      0.745	      0.102	      3.905	      0.004	      0.274	
      10.850	      0.750	      0.101	      3.972	      0.004	      0.272	
      11.036	      0.750	      0.089	      5.922	      0.005	      0.416	
      10.719	      0.752	      0.089	      4.774	      0.004	      0.269	
      10.114	      0.815	      0.088	      5.411	      0.005	      0.304	
      10.024	      0.749	      0.088	      5.592	      0.004	      0.331	
      11.270	      0.799	      0.088	      5.565	      0.003	      0.320	
       9.654	      0.754	      0.089	      4.644	      0.003	      0.277	
      11.373	      0.942	      0.112	      5.751	      0.003	      0.272	
      10.224	      0.747	      0.087	      6.068	      0.005	      0.314	
      10.230	      0.730	      0.086	      5.616	      0.003	      0.260	
       9.802	      1.004	      0.193	      6.740	      0.006	      0.305	
      10.314	      0.755	      0.062	      6.662	      0.004	      0.280	
      11.074	      0.784	      0.116	      7.850	      0.005	      0.432	
      10.924	      0.750	      0.062	      7.648	      0.005	      0.303	
      11.186	      0.771	      0.049	      7.767	      0.003	      0.267	
      10.586	      0.791	      0.049	      7.784	      0.006	      0.335	
      10.057	      0.767	      0.050	      8.315	      0.005	      0.323	
      11.048	      1.001	      0.049	      8.544	      0.003	      0.315	
      10.933	      0.756	      0.038	      9.400	      0.005	      0.338	
      10.255	      0.744	      0.035	      9.642	      0.006	      0.321	
      11.414	      0.802	      0.062	      8.778	      0.003	      0.272	
      10.633	      0.921	      0.036	     10.076	      0.006	      0.358	
      10.336	      0.941	      0.040	     10.889	      0.006	      0.298	
       9.820	      0.792	      0.006	      9.528	      0.005	      0.371	
      10.328	      0.779	      0.006	     10.823	      0.006	      0.317	
       9.918	      0.755	      0.006	      9.363	      0.003	      0.293	
       9.374	      0.751	      0.006	      9.287	      0.004	      0.302	
      10.796	      0.750	      0.006	     10.019	      0.004	      0.301	
      10.865	      0.765	      0.006	     10.786	      0.006	      0.320	
      10.412	      0.774	      0.006	     10.260	      0.006	      0.321	
      10.475	      0.739	      0.006	      9.991	      0.004	      0.337	
       9.910	      0.907	      0.011	      8.718	      0.005	      0.295	
      10.935	      0.761	      0.006	      9.782	      0.004	      0.321	
      10.472	      0.803	      0.006	      9.434	      0.006	      0.324	
      10.338	      0.745	      0.006	      9.830	      0.005	      0.365	
       9.618	      0.739	      0.006	      7.966	      0.004	      0.288	
       9.796	      0.733	      0.006	      7.932	      0.007	      0.326	
      10.643	      0.793	      0.006	      9.026	      0.006	      0.332	
      10.794	      0.757	      0.006	      8.848	      0.005	      0.316	
      10.960	      0.936	      0.006	      7.864	      0.004	      0.313	
      10.951	      0.802	      0.007	      7.905	      0.004	      0.298	
      10.583	      0.780	      0.008	      8.161	      0.006	      0.355	
      10.496	      0.757	      0.006	      7.880	      0.003	      0.283	
       9.800	      0.793	      0.015	      6.683	      0.003	      0.294	
       9.785	      0.759	      0.006	      6.357	      0.005	      0.309	
       9.690	      0.752	      0.006	      6.012	      0.005	      0.620	
       9.615	      0.747	      0.006	      5.612	      0.003	      0.299	
       9.991	      1.157	      0.006	      5.432	      0.003	      0.299	
       9.359	      0.752	      0.006	      5.298	      0.005	      0.317	
       9.870	      0.826	      0.009	      4.947	      0.003	      0.285	
      10.050	      1.019	      0.007	      5.161	      0.005	      0.313	
       9.612	      0.782	      0.007	      4.349	      0.003	      0.296	
      10.840	      0.764	      0.006	      4.115	      0.003	      0.331	
       9.538	      0.720	      0.006	      4.342	      0.004	      0.380	
      10.687	      0.750	      0.006	      3.566	      0.003	      0.291	
      10.236	      0.784	      0.006	      3.350	      0.005	      0.306	
      10.056	      0.867	      0.006	      3.021	      0.004	      0.281	
      10.203	      0.971	      0.001	      2.995	      0.006	      0.325	
      10.083	      0.926	      0.003	      2.594	      0.003	      0.274	
      10.731	      0.840	      0.001	      3.124	      0.004	      0.300	
      10.180	      0.931	      0.001	      2.304	      0.003	      0.279	
       9.746	      0.963	      0.001	      2.122	      0.006	      0.312	
       9.733	      0.741	      0.000	      1.826	      0.003	      0.313	
      10.536	      0.755	      0.001	      2.158	      0.004	      0.615	
      10.304	      0.737	      0.001	      1.479	      0.003	      0.279	
      10.721	      0.737	      0.001	      1.684	      0.003	      0.332	
      11.588	      0.853	      0.001	      1.545	      0.003	      0.270	
      10.157	      0.750	      0.001	      1.022	      0.004	      0.281	
      10.317	      0.807	      0.001	      1.531	      0.004	      0.341	
      10.679	      0.909	      0.000	      1.192	      0.003	      0.324	
      10.657	      1.111	      0.128	      0.882	      0.003	      0.316	
      11.003	      0.790	      0.000	      0.811	      0.003	      0.277	
       9.717	      0.733	      0.000	      0.487	      0.003	      0.267	
      10.484	      0.743	      0.001	      0.389	      0.003	      0.280	
      10.421	      0.942	      0.002	      0.360	      0.006	      0.309	
      10.789	      0.822	      0.001	      0.326	      0.005	      0.648	
      10.218	      0.747	      0.001	      0.218	      0.003	      0.280	
      10.872	      0.840	      0.000	      0.151	      0.003	      0.387	
      11.692	      0.771	      0.000	      0.108	      0.003	      0.280	
      10.672	      0.893	      0.000	      0.079	      0.003	      0.449	
       9.584	      0.792	      0.000	      0.056	      0.003	      0.394	
      11.389	      0.765	      0.001	      0.000	      0.003	      0.263	
       9.975	      0.747	      0.000	      0.000	      0.004	      0.257	
      10.913	      0.760	      0.000	      0.000	      0.003	      0.374	
      10.650	      0.744	      0.000	      0.000	      0.002	      0.281	
      11.008	      0.742	      0.000	      0.000	      0.003	      0.260	
      11.411	      0.751	      0.000	      0.000	      0.003	      0.263	
      10.308	      0.738	      0.000	      0.000	      0.002	      0.263	
      10.160	      1.005	      0.000	      0.000	      0.003	      0.301	
      10.943	      0.794	      0.006	      9.435	      0.004	      0.307	
       9.591	      0.762	      0.005	      8.561	      0.005	      0.381	
      11.163	      0.764	      0.006	      8.391	      0.003	      0.299	
      10.810	      0.840	      0.007	      9.436	      0.004	      0.345	
      10.592	      0.796	      0.006	      9.028	      0.006	      0.465	
      10.909	      0.767	      0.006	      9.273	      0.003	      0.297	
      10.614	      0.992	      0.006	      8.446	      0.006	      0.555	
       9.715	      0.972	      0.009	      8.381	      0.004	      0.342	
      10.700	      0.928	      0.006	      8.242	      0.006	      0.340	
       9.895	      0.773	      0.006	      8.284	      0.005	      0.404	
      10.714	      0.777	      0.007	      7.275	      0.006	      0.329	
      10.135	      0.750	      0.006	      7.852	      0.005	      0.386	
      10.121	      0.753	      0.006	      6.516	      0.005	      0.337	
       9.615	      0.759	      0.006	      6.184	      0.003	      0.291	
      10.879	      0.797	      0.006	      6.905	      0.004	      0.305	
      10.566	      0.774	      0.006	      6.725	      0.006	      0.372	
      10.613	      0.754	      0.006	      6.411	      0.003	      0.341	
       9.817	      0.856	      0.006	      5.235	      0.006	      0.314	
       9.720	      0.744	      0.006	      4.807	      0.003	      0.294	
      10.148	      0.750	      0.006	      5.375	      0.003	      0.282	
      10.956	      0.759	      0.006	      4.926	      0.003	      0.369	
      10.757	      0.740	      0.006	      4.765	      0.005	      0.310	
       9.746	      0.753	      0.006	      3.714	      0.003	      0.286	
       9.524	      0.974	      0.006	      3.535	      0.005	      0.315	
       9.772	      0.776	      0.006	      3.206	      0.005	      0.314	
       9.860	      0.804	      0.007	      3.013	      0.006	      0.323	
      10.623	      0.747	      0.005	      3.370	      0.003	      0.337	
       9.953	      0.831	      0.013	      2.831	      0.005	      0.314	
      11.093	      0.857	      0.006	      2.516	      0.005	      0.308	
      10.576	      0.783	      0.005	      2.614	      0.003	      0.305	
      10.735	      1.109	      0.014	      2.206	      0.003	      0.299	
      10.314	      0.749	      0.006	      1.695	      0.004	      0.279	
       9.717	      0.751	      0.005	      1.482	      0.004	      0.289	
      10.820	      0.745	      0.005	      1.811	      0.005	      0.351	
      11.087	      0.877	      0.005	      1.371	      0.003	      0.340	
       9.577	      0.813	      0.005	      1.176	      0.003	      0.290	
      11.270	      0.753	      0.005	      1.205	      0.003	      0.335	
      10.096	      0.812	      0.005	      1.006	      0.004	      0.337	
      10.303	      0.909	      0.010	      0.757	      0.003	      0.305	
      11.163	      0.774	      0.005	      0.690	      0.009	      0.446	
      10.990	      0.944	      0.005	      0.657	      0.006	      0.442	
       9.679	      0.837	      0.005	      0.308	      0.003	      0.346	
       9.702	      0.755	      0.005	      0.242	      0.003	      0.287	
      11.077	      1.388	      0.004	      0.242	      0.004	      0.396	
      10.969	      0.751	      0.004	      0.080	      0.003	      0.282	
       9.647	      0.812	      0.007	      0.073	      0.004	      0.450	
      10.238	      0.745	      0.003	      0.000	      0.003	      0.278	
       9.722	      0.808	      0.003	      0.000	      0.003	      0.285	
      10.899	      0.855	      0.000	      0.000	      0.003	      0.363	
       9.972	      0.781	      0.000	      0.000	      0.003	      0.304	
      10.429	      0.735	      0.000	      0.000	      0.003	      0.292	
      10.174	      0.749	      0.000	      0.000	      0.002	      0.286	
      11.100	      0.776	      0.000	      0.000	      0.003	      0.288	
       9.818	      0.758	      0.000	      0.000	      0.003	      0.294	
      11.376	      0.743	      0.000	      0.000	      0.003	      0.292	
      11.225	      0.751	      0.000	      0.000	      0.003	      0.308	
      11.296	      1.005	      0.000	      0.000	      0.003	      0.415	
      10.753	      0.849	      0.000	      0.000	      0.003	      0.380	
       9.579	      0.780	      0.001	      0.000	      0.002	      0.293	
      10.398	      0.750	      0.000	      0.000	      0.003	      0.295	
      10.911	      0.841	      0.000	      0.000	      0.003	      0.316	
       9.847	      0.836	      0.000	      0.000	      0.002	      0.435	
      10.925	      0.757	      0.001	      0.000	      0.003	      0.297	
       9.842	      0.748	      0.000	      0.000	      0.003	      0.299	
       9.646	      0.761	      0.000	      0.000	      0.003	      0.301	
      10.064	      0.755	      0.000	      0.000	      0.003	      0.360	
      10.931	      0.837	      0.001	      0.000	      0.003	      0.334	
      11.741	      0.764	      0.000	      0.000	      0.003	      0.288	
       9.978	      0.769	      0.000	      0.000	      0.003	      0.297	
      11.247	      0.784	      0.001	      0.000	      0.006	      0.496	
      10.407	      0.763	      0.001	      0.000	      0.003	      0.310	
      10.659	      0.794	      0.000	      0.000	      0.003	      0.358	
      11.732	      0.739	      0.000	      0.000	      0.003	      0.315	
      10.622	      0.830	      0.000	      0.000	      0.002	      0.297	
       9.844	      0.932	      0.001	      0.000	      0.003	      1.022	
      11.161	      0.769	      0.000	      0.000	      0.003	      0.286	
       9.871	      0.768	      0.000	      0.000	      0.002	      0.290	
      10.782	      0.930	      0.001	      0.000	      0.003	      0.300	
      11.040	      1.035	      0.000	      0.000	      0.003	      0.405	
      11.179	      0.768	      0.001	      0.000	      0.003	      0.311	
      11.464	      0.860	      0.000	      0.000	      0.003	      0.389	
       9.852	      0.749	      0.001	      0.000	      0.002	      0.267	
      11.522	      0.801	      0.001	      0.000	      0.003	      0.271	
       9.696	      0.749	      0.000	      0.000	      0.003	      0.280	
       9.977	      0.728	      0.000	      0.000	      0.003	      0.285	
      11.414	      0.738	      0.001	      0.000	      0.003	      0.276	
      11.099	      0.752	      0.000	      0.000	      0.003	      0.275	
      10.679	      0.994	      0.001	      0.000	      0.003	      0.337	
      11.474	      0.765	      0.000	      0.000	      0.003	      0.281	
      11.477	      0.760	      0.001	      0.000	      0.003	      0.269	
       9.951	      0.764	      0.000	      0.000	      0.003	      0.274	
      11.850	      0.772	      0.000	      0.000	      0.003	      0.274	
      10.600	      0.869	      0.000	      0.000	      0.003	      0.301	
 
