Values recorded at: 09-Apr-2013 16:33:37

   Collision	    Weather	Deformation	    Buffers	
       0.115	      0.000	      1.384	      0.000	
       0.127	      0.000	      1.493	      0.000	
       0.116	      0.000	      1.493	      0.000	
       0.115	      0.000	      1.423	      0.000	
       0.133	      0.000	      1.499	      0.000	
       0.121	      0.000	      1.490	      0.000	
       0.118	      0.000	      1.572	      0.000	
       0.116	      0.000	      1.726	      0.000	
       0.123	      0.000	      1.568	      0.000	
       0.115	      0.000	      1.473	      0.000	
       0.158	      0.000	      1.515	      0.000	
       0.119	      0.000	      1.581	      0.000	
       0.113	      0.000	      1.461	      0.000	
       0.137	      0.000	      1.479	      0.000	
       0.116	      0.000	      1.491	      0.000	
       0.115	      0.000	      1.437	      0.000	
       0.161	      0.000	      1.573	      0.000	
       0.117	      0.000	      1.371	      0.000	
       0.115	      0.000	      1.498	      0.000	
       0.120	      0.000	      1.526	      0.000	
       0.116	      0.000	      1.303	      0.000	
       0.116	      0.000	      1.545	      0.000	
       0.127	      0.000	      1.474	      0.000	
       0.121	      0.000	      1.436	      0.000	
       0.117	      0.000	      1.413	      0.000	
       0.118	      0.000	      1.621	      0.000	
       0.115	      0.000	      1.684	      0.000	
       0.119	      0.000	      1.651	      0.000	
       0.142	      0.000	      1.467	      0.000	
       0.117	      0.000	      1.297	      0.000	
       0.116	      0.000	      1.346	      0.000	
       0.115	      0.000	      1.455	      0.000	
       0.121	      0.000	      1.508	      0.000	
       0.117	      0.000	      1.408	      0.000	
       0.116	      0.000	      1.451	      0.000	
       0.116	      0.000	      1.542	      0.000	
       0.138	      0.000	      1.370	      0.000	
       0.116	      0.000	      1.482	      0.000	
       0.117	      0.000	      1.585	      0.000	
       0.163	      0.000	      1.503	      0.000	
       0.116	      0.000	      1.343	      0.000	
       0.116	      0.000	      1.547	      0.000	
       0.117	      0.000	      1.589	      0.000	
       0.117	      0.000	      1.506	      0.000	
       0.118	      0.000	      1.365	      0.000	
       0.116	      0.000	      1.409	      0.000	
       0.114	      0.000	      1.480	      0.000	
       0.119	      0.000	      1.526	      0.000	
       0.118	      0.000	      1.320	      0.000	
       0.115	      0.000	      1.432	      0.000	
       0.158	      0.000	      1.400	      0.000	
       0.117	      0.000	      1.569	      0.000	
       0.116	      0.000	      1.308	      0.000	
       0.119	      0.000	      1.593	      0.000	
       0.116	      0.000	      1.337	      0.000	
       0.116	      0.000	      1.406	      0.000	
       0.117	      0.000	      1.439	      0.000	
       0.115	      0.000	      1.510	      0.000	
       0.115	      0.000	      1.439	      0.000	
       0.116	      0.000	      1.451	      0.000	
       0.116	      0.000	      1.378	      0.000	
       0.119	      0.000	      1.503	      0.000	
       0.114	      0.000	      1.435	      0.000	
       0.166	      0.000	      1.635	      0.000	
       0.118	      0.000	      1.680	      0.000	
       0.118	      0.000	      1.613	      0.000	
       0.122	      0.000	      1.577	      0.000	
       0.121	      0.000	      1.570	      0.000	
       0.118	      0.000	      1.567	      0.000	
       0.115	      0.000	      1.563	      0.000	
       0.120	      0.000	      1.447	      0.000	
       0.136	      0.000	      1.482	      0.000	
       0.118	      0.000	      1.612	      0.000	
       0.117	      0.000	      1.447	      0.000	
       0.118	      0.000	      1.465	      0.000	
       0.116	      0.000	      1.703	      0.000	
 
