Values recorded at: 21-Jan-2014 02:40:14

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.000	      3.177	      3.057	      0.001	      0.214	      0.003	      0.324	

       0.000	      2.998	      4.429	      0.001	      0.200	      0.003	      0.430	
       0.000	      3.045	      4.110	      0.001	      0.186	      0.002	      0.250	
       0.000	      3.015	      4.089	      0.001	      0.206	      0.003	      0.296	
       0.000	      2.981	      4.178	      0.002	      0.215	      0.003	      0.349	
       0.000	      3.627	      3.405	      0.001	      0.189	      0.002	      0.319	
       0.000	      3.180	      3.959	      0.001	      0.192	      0.002	      0.294	
       0.000	      3.497	      3.488	      0.001	      0.194	      0.003	      0.304	
       0.000	      3.049	      4.105	      0.001	      0.197	      0.002	      0.269	
       0.000	      3.041	      4.384	      0.001	      0.427	      0.003	      0.319	
       0.000	      2.983	      4.164	      0.001	      0.189	      0.002	      0.276	
       0.000	      3.013	      4.351	      0.001	      0.193	      0.003	      0.305	
       0.000	      3.020	      4.170	      0.002	      0.205	      0.003	      0.313	
       0.000	      3.598	      3.405	      0.001	      0.195	      0.003	      0.285	
       0.000	      3.000	      4.199	      0.001	      0.194	      0.002	      0.302	
       0.000	      3.194	      3.745	      0.001	      0.201	      0.003	      0.324	
       0.000	      2.979	      3.035	      0.001	      0.244	      0.002	      0.279	
       0.000	      3.020	      4.267	      0.000	      0.269	      0.002	      0.269	
       0.000	      2.984	      4.186	      0.001	      0.212	      0.003	      0.256	
       0.000	      2.994	      4.156	      0.001	      0.181	      0.002	      0.260	
       0.000	      3.223	      3.795	      0.001	      0.189	      0.003	      0.326	
       0.000	      3.056	      4.093	      0.001	      0.256	      0.003	      0.299	
       0.000	      3.060	      4.307	      0.001	      0.202	      0.003	      0.307	
       0.000	      2.976	      4.210	      0.001	      0.197	      0.002	      0.260	
       0.000	      3.002	      4.178	      0.001	      0.191	      0.003	      0.278	
       0.000	      3.034	      4.156	      0.001	      0.184	      0.002	      0.233	
       0.000	      3.745	      3.598	      0.002	      0.261	      0.007	      0.337	
       0.000	      3.008	      4.203	      0.001	      0.207	      0.003	      0.284	
       0.000	      3.276	      3.735	      0.001	      0.179	      0.002	      0.262	
       0.000	      3.013	      4.222	      0.002	      0.261	      0.003	      0.390	
       0.000	      3.406	      3.348	      0.001	      0.184	      0.003	      0.319	
       0.000	      3.031	      4.150	      0.001	      0.175	      0.002	      0.273	
       0.000	      3.075	      4.310	      0.001	      0.177	      0.003	      0.300	
       0.000	      3.432	      3.636	      0.001	      0.187	      0.003	      0.310	
