Values recorded at: 05-Dec-2012 22:50:25

       World	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       9.593	      0.984	      0.000	      0.000	      0.012	      0.689	
       9.973	      0.780	      0.000	      0.000	      0.012	      0.457	
       9.332	      0.885	      0.000	      0.000	      0.018	      0.522	
      10.595	      0.886	      0.000	      0.001	      0.024	      0.973	
       9.921	      0.798	      0.000	      0.000	      0.012	      0.522	
       9.660	      0.795	      0.000	      0.000	      0.012	      0.464	
       9.817	      0.792	      0.000	      0.000	      0.011	      0.454	
       9.574	      0.785	      0.000	      0.000	      0.011	      0.487	
       9.527	      0.793	      0.000	      0.000	      0.012	      0.441	
      10.523	      0.925	      0.000	      0.000	      0.052	      0.617	
      10.367	      1.036	      0.001	      0.000	      0.027	      0.682	
      10.605	      1.394	      0.000	      0.000	      0.012	      0.547	
       9.617	      0.780	      0.000	      0.000	      0.011	      0.535	
      10.296	      0.784	      0.000	      0.000	      0.011	      0.446	
      10.926	      0.919	      0.000	      0.000	      0.015	      0.792	
      10.290	      0.843	      0.000	      0.000	      0.012	      0.721	
       9.903	      1.142	      0.000	      0.000	      0.015	      0.614	
      10.397	      0.778	      0.000	      0.000	      0.011	      0.457	
       9.569	      0.773	      0.000	      0.000	      0.011	      0.452	
       9.990	      0.778	      0.001	      0.000	      0.052	      0.473	
       9.655	      0.771	      0.000	      0.000	      0.012	      0.456	
       9.511	      0.770	      0.000	      0.000	      0.011	      0.447	
       9.791	      0.905	      0.000	      0.000	      0.012	      0.547	
       9.395	      0.771	      0.000	      0.000	      0.011	      0.450	
      10.105	      0.854	      0.000	      0.000	      0.012	      0.609	
       9.920	      0.773	      0.000	      0.000	      0.011	      0.498	
       9.365	      0.938	      0.000	      0.000	      0.019	      0.508	
       9.757	      1.092	      0.000	      0.000	      0.012	      0.459	
       9.568	      0.806	      0.000	      0.000	      0.012	      0.508	
      10.577	      0.770	      0.000	      0.000	      0.012	      0.458	
       9.907	      0.783	      0.000	      0.000	      0.012	      0.457	
       9.486	      0.775	      0.000	      0.000	      0.011	      0.437	
      10.613	      0.846	      0.000	      0.000	      0.013	      0.667	
       9.986	      0.795	      0.000	      0.000	      0.012	      0.456	
      10.529	      1.016	      0.000	      0.000	      0.012	      0.609	
      10.541	      0.874	      0.000	      0.000	      0.011	      0.660	
      10.616	      0.926	      0.000	      0.000	      0.012	      0.644	
      10.570	      0.937	      0.000	      0.000	      0.012	      0.688	
      10.931	      0.869	      0.000	      0.000	      0.010	      0.789	
       9.316	      0.768	      0.000	      0.000	      0.010	      0.496	
       9.658	      0.988	      0.000	      0.000	      0.012	      0.473	
      10.504	      0.811	      0.000	      0.000	      0.015	      0.691	
       9.694	      0.774	      0.000	      0.000	      0.012	      0.628	
       9.902	      0.789	      0.000	      0.000	      0.011	      0.462	
      10.750	      1.320	      0.000	      0.000	      0.012	      0.566	
      10.707	      1.618	      0.000	      0.000	      0.012	      0.518	
      10.061	      0.785	      0.000	      0.000	      0.011	      0.453	
      10.115	      0.822	      0.001	      0.000	      0.013	      0.644	
      11.185	      0.847	      0.000	      0.000	      0.051	      0.628	
      10.453	      0.821	      0.000	      0.000	      0.012	      0.668	
      10.614	      0.840	      0.001	      0.000	      0.027	      0.946	
      10.340	      0.903	      0.000	      0.000	      0.011	      0.457	
       9.478	      0.952	      0.000	      0.000	      0.013	      0.446	
      10.298	      0.777	      0.000	      0.000	      0.011	      0.452	
       9.916	      0.771	      0.000	      0.000	      0.012	      0.451	
       9.665	      1.045	      0.000	      0.000	      0.011	      0.764	
       9.987	      1.045	      0.000	      0.000	      0.013	      0.701	
       9.482	      0.768	      0.000	      0.000	      0.012	      0.436	
      10.165	      0.830	      0.000	      0.000	      0.014	      0.942	
       9.927	      0.782	      0.000	      0.000	      0.011	      0.475	
      10.869	      0.999	      0.000	      0.000	      0.011	      0.641	
      10.960	      0.829	      0.000	      0.000	      0.012	      0.654	
