Values recorded at: 14-Apr-2015 11:14:41

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	

       0.515	      0.362	      0.327	      0.001	      3.786	      0.026	      0.243	

       0.503	      0.330	      0.337	      0.001	      3.770	      0.024	      0.246	
       0.495	      0.325	      0.310	      0.001	      3.818	      0.026	      0.242	
       0.488	      0.348	      0.325	      0.001	      3.660	      0.025	      0.252	
       0.547	      0.348	      0.341	      0.001	      3.604	      0.025	      0.273	
       0.503	      0.353	      0.332	      0.001	      3.575	      0.024	      0.245	
       0.512	      0.332	      0.332	      0.000	      3.635	      0.024	      0.237	
       0.535	      0.353	      0.303	      0.001	      3.720	      0.024	      0.229	
       0.482	      0.323	      0.325	      0.001	      3.579	      0.025	      0.241	
       0.482	      0.351	      0.307	      0.001	      3.654	      0.024	      0.239	
       0.501	      0.332	      0.323	      0.000	      3.614	      0.023	      0.232	
       0.531	      0.369	      0.310	      0.001	      3.743	      0.029	      0.254	
       0.510	      0.345	      0.329	      0.000	      3.790	      0.025	      0.265	
       0.550	      0.341	      0.340	      0.001	      3.707	      0.027	      0.265	
       0.484	      0.389	      0.313	      0.001	      3.716	      0.026	      0.233	
       0.598	      0.381	      0.384	      0.001	      3.813	      0.027	      0.245	
       0.509	      0.337	      0.324	      0.001	      3.787	      0.025	      0.232	
       0.513	      0.350	      0.298	      0.001	      3.859	      0.024	      0.226	
       0.557	      0.345	      0.348	      0.001	      3.831	      0.025	      0.241	
       0.489	      0.328	      0.298	      0.001	      3.660	      0.024	      0.228	
       0.507	      0.353	      0.299	      0.000	      3.704	      0.024	      0.228	
       0.490	      0.323	      0.332	      0.000	      3.756	      0.024	      0.244	
       0.464	      0.323	      0.298	      0.001	      3.753	      0.024	      0.229	
       0.565	      0.339	      0.361	      0.001	      3.787	      0.026	      0.242	
       0.500	      0.324	      0.311	      0.001	      4.001	      0.027	      0.231	
       0.494	      0.323	      0.330	      0.001	      3.898	      0.024	      0.220	
       0.491	      0.329	      0.357	      0.000	      3.895	      0.024	      0.219	
       0.518	      0.369	      0.310	      0.000	      3.741	      0.025	      0.245	
       0.594	      0.398	      0.366	      0.001	      3.846	      0.044	      0.283	
       0.558	      0.406	      0.309	      0.001	      3.771	      0.026	      0.240	
       0.570	      0.359	      0.367	      0.001	      3.693	      0.026	      0.248	
       0.495	      0.329	      0.309	      0.000	      3.775	      0.029	      0.258	
       0.487	      0.365	      0.307	      0.000	      3.852	      0.034	      0.265	
       0.522	      0.362	      0.361	      0.001	      3.709	      0.034	      0.259	
       0.566	      0.387	      0.329	      0.001	      3.520	      0.028	      0.247	
       0.598	      0.425	      0.325	      0.001	      3.657	      0.026	      0.247	
       0.629	      0.409	      0.374	      0.001	      3.664	      0.027	      0.250	
       0.511	      0.326	      0.302	      0.001	      3.683	      0.025	      0.239	
       0.540	      0.361	      0.299	      0.000	      3.600	      0.025	      0.264	
       0.492	      0.327	      0.347	      0.000	      3.753	      0.024	      0.246	
       0.515	      0.327	      0.346	      0.000	      3.660	      0.033	      0.288	
       0.527	      0.360	      0.297	      0.001	      3.728	      0.034	      0.302	
       0.533	      0.337	      0.361	      0.001	      3.727	      0.035	      0.263	
       0.511	      0.335	      0.341	      0.001	      3.671	      0.024	      0.231	
       0.581	      0.391	      0.307	      0.001	      3.621	      0.026	      0.251	
       0.606	      0.474	      0.353	      0.001	      3.619	      0.026	      0.246	
       0.564	      0.364	      0.363	      0.001	      3.626	      0.025	      0.243	
       0.521	      0.331	      0.358	      0.001	      3.591	      0.026	      0.266	
       0.531	      0.353	      0.299	      0.001	      3.645	      0.031	      0.257	
       0.517	      0.348	      0.337	      0.001	      3.576	      0.026	      0.248	
       0.601	      0.419	      0.344	      0.001	      3.565	      0.030	      0.257	
